NFCSID,A1(筛选value=1,A3,B2_1（整理所有B_2�?B2_2,B2_3,B2_4,B2_5,B2_7,B2_20,B2_21,B2_23,B2_24,B2_25,B30,B4_x,B10,C22_3,C24,D2,D21,D30,G1,G30_1,G30_2,G30_3,G7,S_Income,STATEQ,A50B,A5_2015,A7A,A8_2021,A9,A10,J1,J2,J4,J40,J51_1,J51_2,J51_3,J51_4,J51_5,J51_6,J51_98,J51_99,J52,J32,J33_40,J53,J41_1,J41_2,J41_3,J42_1,J42_2,J43,B1,B2,B4_y,C1_2012,C2_2012,EA_1,E7,E8,pay credit card in full,unpaid medical bill,too much debt,good at dealing with financial matters,financial knowledge,wgt_n2,wgt_d2,wgt_s3,
2021013454,1,1,1,1,1,2,2,2,2,2,2,2,2,4,6,3,2,4,3,2,2,8,2,3,1,1,2,44,3,6,1,5,2,2,8,9,3,2,1,0,0,0,0,0,0,0,2,4,5,4,5,4,4,3,5,3,1,1,1,1,1,1,1,2,1,1,1,4,5,1.191299485,2.174449985,0.816474013
2021013490,1,1,2,2,1,2,1,2,1,2,2,2,2,5,8,1,3,3,3,1,3,10,2,3,1,2,3,5,3,7,1,7,1,1,9,9,3,3,0,0,1,1,1,0,0,0,2,5,2,5,1,1,2,5,2,4,1,1,2,1,3,1,2,2,1,2,1,7,7,0.492065359,2.232959188,1.03249663
2021013500,1,1,1,1,1,2,2,2,1,2,2,2,2,5,9,3,1,2,4,1,3,8,2,3,1,1,2,13,6,4,1,5,8,8,9,9,3,1,0,0,0,1,0,0,0,0,2,5,4,6,1,1,1,5,3,4,1,1,1,2,,1,2,2,1,2,1,7,7,0.490781865,0.616084693,1.101418852
2021013515,1,1,1,2,2,2,1,2,1,2,2,2,2,5,6,3,1,3,3,3,3,6,2,3,1,1,1,45,11,7,1,4,8,8,7,5,3,1,0,1,0,0,0,0,0,0,1,4,6,5,4,3,3,3,3,2,1,1,2,1,1,1,2,2,0,2,6,7,6,0.379349292,0.860857394,0.734102098
2021013518,1,1,1,1,1,1,2,2,2,2,2,2,2,3,6,3,1,2,3,1,3,8,2,3,1,1,2,11,3,7,3,5,2,,8,6,3,1,1,0,1,0,0,0,0,0,2,5,5,4,2,1,3,4,3,4,1,1,2,1,,1,1,2,1,2,1,7,6,0.947188334,1.129767837,0.843191887
2021013522,1,1,1,1,1,1,1,1,2,2,2,2,2,4,7,1,3,5,5,1,2,7,1,2,3,1,3,5,3,6,1,7,2,3,7,6,2,2,,,,,,,,,2,4,6,5,5,3,4,3,4,4,1,1,1,1,3,2,,,1,1,7,6,7,0.492065359,2.232959188,1.03249663
2021013530,1,1,2,2,1,2,2,2,2,2,2,2,2,5,8,3,2,3,4,1,3,8,2,3,1,1,3,33,10,6,3,9,2,,8,7,3,1,,,,,,,,,2,5,2,5,1,2,2,5,2,4,1,1,2,1,,2,,,1,2,1,7,6,2.101779614,1.367365565,0.984587846
2021013547,1,1,1,1,1,2,2,2,1,2,1,2,2,5,9,3,1,3,3,3,3,7,1,3,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
2021013558,1,1,2,2,2,1,2,2,1,2,2,2,2,5,7,2,3,2,3,3,3,9,1,3,1,1,1,27,6,6,1,4,8,8,9,8,3,1,1,0,0,0,0,0,0,0,2,5,2,5,4,1,1,3,2,3,1,1,2,2,,1,2,2,1,2,1,7,6,0.396367545,0.356097522,0.774538039
2021013559,1,1,1,2,1,2,2,2,2,2,2,2,2,5,8,3,3,2,3,3,2,8,2,3,1,1,3,51,6,7,1,7,8,8,10,7,3,3,0,0,1,0,0,0,0,0,2,5,2,5,1,1,2,5,2,4,1,1,2,1,1,1,2,2,1,2,1,7,6,0.396367545,0.187228369,0.790862386
2021013571,1,1,1,2,1,2,2,2,2,2,2,2,2,5,7,2,3,2,4,3,3,5,2,3,1,1,2,48,4,6,1,5,1,2,6,6,3,1,0,0,1,0,0,0,0,0,1,5,5,3,3,2,3,4,3,3,1,1,2,1,3,1,1,2,1,2,3,5,5,1.257105193,1.152307587,0.768658842
2021013617,1,1,1,2,1,2,2,2,2,2,2,2,2,5,10,2,1,4,4,3,3,9,3,3,1,1,2,16,5,6,3,5,2,,8,10,3,3,,,,,,,,,1,5,5,5,1,1,3,3,2,4,1,1,2,1,,1,1,2,1,2,1,7,6,0.456377341,0.934397986,0.850285837
2021013638,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,3,1,2,3,1,3,7,1,3,1,2,1,16,10,5,3,4,3,,6,3,2,1,0,0,1,0,0,0,0,0,2,4,7,5,2,3,4,3,3,3,1,1,2,2,,1,2,2,1,2,5,7,5,0.462334543,0.986245936,1.012124618
2021013659,1,1,1,1,1,2,2,2,1,2,2,2,2,4,6,3,2,4,4,1,2,5,2,3,1,1,2,40,3,4,1,6,2,2,8,8,3,2,1,0,0,0,0,0,0,0,1,3,6,5,3,3,3,4,3,3,1,1,2,1,3,1,1,2,1,2,3,5,5,0.431224288,0.427100845,1.287851039
2021013663,1,1,2,2,1,2,1,2,2,2,2,2,2,5,8,3,2,2,3,1,2,7,3,3,1,1,2,2,10,7,3,6,3,,7,7,2,2,,,,,,,,,1,5,5,4,2,3,4,2,3,3,1,1,2,1,,1,2,2,1,2,4,6,6,1.124054021,0.087139837,0.540545548
2021013673,1,1,2,1,1,2,1,2,1,2,2,2,2,5,7,3,1,3,6,3,3,7,1,3,1,1,1,48,5,6,3,3,2,,7,3,3,1,1,0,1,0,0,0,0,0,2,5,5,4,3,3,5,4,3,3,1,1,2,2,,2,,,1,2,4,6,5,1.28075862,1.015126018,0.826309157
2021013676,1,1,1,2,1,2,2,2,1,2,2,2,2,5,3,2,3,1,3,3,3,10,3,3,1,1,2,48,4,7,3,5,2,,9,7,3,1,0,0,1,0,0,0,0,0,2,5,2,5,1,1,1,5,3,4,1,1,2,2,,2,,,1,2,1,7,6,1.760588664,1.473652704,1.02258194
2021013679,1,1,1,2,1,1,2,2,2,2,2,2,2,5,7,2,3,2,4,1,1,8,2,2,2,1,2,48,3,6,1,5,2,3,6,8,3,3,1,1,0,0,0,0,0,0,2,5,5,6,2,1,2,5,2,4,1,1,2,1,1,1,1,2,1,2,1,7,6,1.457620727,0.861831934,0.799859452
2021013689,1,1,1,2,2,1,2,2,2,2,2,2,2,4,6,2,3,2,2,1,3,8,1,3,1,1,3,48,2,7,1,7,2,2,6,8,3,1,,,,,,,,,2,5,4,4,5,3,4,5,3,3,1,1,2,1,3,2,,,1,2,1,7,6,1.80126114,1.265615949,1.100939806
2021013709,1,1,1,2,2,2,2,2,2,2,2,2,2,4,4,3,3,2,4,2,3,7,3,3,2,1,2,48,5,4,1,5,1,4,8,7,2,3,1,0,0,0,0,0,0,0,2,4,6,4,4,3,5,3,2,3,1,2,2,2,,1,1,2,0,2,3,7,6,1.701123145,1.19750396,1.104631294
2021013725,1,1,2,2,1,1,2,2,2,2,2,2,2,5,8,2,3,3,3,3,3,8,1,2,1,1,2,30,6,2,1,5,8,8,9,7,3,1,1,0,1,0,0,0,0,0,2,5,3,4,2,1,2,4,2,4,1,1,2,2,,1,2,2,1,2,1,7,6,0.471277741,0.663909144,1.130321938
2021013737,1,1,2,2,1,1,1,2,1,2,2,2,2,5,7,3,1,4,1,3,3,8,2,3,1,1,1,30,6,6,1,2,8,7,9,6,3,3,,,,,,,,,2,5,2,6,1,1,1,5,1,3,1,1,2,1,1,1,2,2,1,2,1,7,6,0.380615534,0.529177338,0.794241106
2021013753,1,1,2,2,1,2,1,2,1,2,2,2,2,5,9,4,2,2,2,3,3,7,2,3,1,1,2,30,6,7,1,6,8,8,10,1,3,1,,,,,,,,,2,5,1,1,1,1,1,5,1,4,1,1,2,2,,1,2,2,1,2,1,7,6,0.380615534,0.529177338,0.794241106
2021013819,1,1,2,2,1,2,1,2,1,2,2,2,2,2,9,2,2,5,4,3,3,8,2,3,1,1,3,30,6,7,1,7,8,8,10,8,3,1,0,0,1,0,0,0,0,0,2,5,1,4,1,1,1,4,1,4,1,1,2,1,3,1,1,2,1,2,1,7,7,0.380615534,0.529177338,0.794241106
2021013869,1,1,1,2,2,2,1,2,2,2,2,2,2,5,9,3,1,4,3,1,2,10,3,3,1,2,3,51,6,7,1,7,8,8,10,7,3,1,,,,,,,,,2,5,1,3,1,1,1,5,1,4,1,2,2,1,1,1,2,2,1,2,1,6,6,0.396367545,0.187228369,0.790862386
2021013874,1,1,2,2,1,2,2,2,2,2,2,2,2,3,3,3,1,2,3,3,3,9,1,3,1,1,2,40,11,7,1,6,2,1,6,5,2,1,1,1,0,0,0,0,0,0,2,3,7,5,3,4,5,1,4,2,1,1,2,1,1,1,1,1,1,1,4,5,5,0.364273602,0.371255358,0.531448422
2021013899,1,1,1,2,1,1,2,2,2,1,2,2,2,5,10,3,3,3,3,1,3,10,1,3,1,1,3,45,10,7,1,10,2,2,8,4,3,2,,,,,,,,,2,5,5,5,1,1,5,5,2,3,1,1,2,1,3,1,2,2,1,2,1,7,7,0.324294764,0.719642915,0.683171861
2021013939,1,1,1,2,2,2,2,2,2,2,2,2,2,5,6,3,1,1,2,3,3,5,1,3,1,1,2,51,4,4,1,5,1,1,8,3,3,1,0,0,1,0,0,0,0,0,2,5,2,5,1,1,2,5,2,4,1,1,2,2,,1,2,2,1,2,1,7,6,0.449070775,0.192547565,1.287254738
2021014030,1,1,1,2,1,2,2,2,2,1,2,2,2,5,10,1,3,2,3,3,2,9,3,3,1,1,3,10,6,6,1,8,8,8,10,10,3,1,0,0,0,1,0,0,0,0,2,5,5,4,1,1,1,3,2,4,1,2,2,1,3,1,1,2,1,2,1,7,7,1.035166131,2.448791548,0.858140226
2021014048,1,1,2,2,1,2,2,2,1,2,2,2,2,4,7,3,3,1,4,3,3,7,3,2,1,1,2,10,6,7,1,5,2,7,9,5,3,1,1,0,0,0,0,0,0,0,2,5,1,4,2,2,2,2,3,3,1,2,2,1,1,2,,,1,2,2,7,6,2.441046705,4.265421909,1.463996461
2021014073,1,1,1,2,2,2,2,2,2,2,2,2,2,5,10,1,3,1,3,1,2,10,2,3,1,1,3,3,6,6,1,9,8,8,10,7,3,1,,,,,,,,,2,5,1,5,1,1,1,5,1,4,1,1,2,2,,1,1,1,1,2,1,7,7,0.369504763,2.622894527,1.212558012
2021014074,1,1,1,2,1,1,2,2,2,2,2,2,2,5,10,1,3,1,3,1,2,8,2,3,1,1,3,31,11,7,1,10,2,8,8,9,3,1,,,,,,,,,2,4,3,2,2,2,2,5,2,3,1,1,2,1,3,1,2,2,1,2,1,6,5,2.4585923,0.732781561,1.053380413
2021014084,1,1,1,2,1,2,1,2,2,2,2,2,2,5,10,2,3,4,5,1,2,8,2,3,2,1,3,48,5,6,3,9,2,,7,8,2,2,,,,,,,,,2,4,6,4,3,4,5,4,3,3,1,1,1,1,,1,1,1,0,2,4,4,6,1.924117613,1.222868194,1.225185491
2021014090,1,1,1,2,2,2,2,2,2,2,2,2,2,4,5,3,1,1,3,3,3,7,2,3,1,1,1,27,5,5,3,4,2,,4,2,3,1,0,0,1,0,0,0,0,0,2,5,3,5,3,2,5,3,2,3,1,1,2,1,,1,1,2,1,2,1,7,5,0.490781865,0.416005593,1.205696216
2021014095,1,1,1,1,1,1,1,2,2,1,1,2,2,3,5,2,2,1,2,1,2,9,3,3,3,1,3,47,3,7,1,8,2,2,7,5,3,1,,,,,,,,,2,5,5,4,3,3,3,3,3,3,1,1,1,1,1,1,1,2,1,2,3,4,4,1.326546938,1.187901168,1.001223003
2021014107,1,1,1,1,1,1,1,2,1,2,2,2,2,5,7,2,2,4,3,3,3,7,1,3,2,1,2,21,11,6,3,6,2,,8,8,3,1,0,0,1,0,0,0,0,0,2,5,2,3,1,1,1,4,1,4,1,1,2,1,,1,2,2,1,2,1,7,6,1.387514488,0.900012877,1.074965128
2021014110,1,1,1,2,2,1,2,2,2,2,2,2,2,4,4,2,3,1,2,1,3,6,3,3,3,1,2,39,9,7,2,6,2,2,4,7,3,1,1,0,0,0,0,0,0,0,1,5,6,5,4,4,4,2,2,3,1,1,1,1,3,1,1,2,1,2,5,5,4,1.500724229,0.749771261,0.803176192
2021014161,1,1,1,2,1,1,2,2,2,1,1,2,2,5,8,2,3,3,3,1,2,8,2,3,1,1,3,47,4,6,1,7,1,1,7,8,3,2,,,,,,,,,1,5,5,3,2,2,3,5,3,3,1,1,2,1,3,1,1,2,1,2,4,6,6,1.326546938,1.187901168,1.001223003
2021014170,1,1,1,2,1,1,2,2,2,2,2,2,2,5,10,2,2,3,3,1,2,7,1,3,1,1,2,5,6,6,3,5,8,,10,6,3,3,1,0,0,0,0,0,0,0,2,5,4,4,1,1,3,5,3,3,1,1,2,2,,1,2,2,1,2,1,7,5,0.753152266,2.369692605,0.968382566
2021014199,1,1,2,2,1,2,1,2,2,2,2,2,2,5,8,3,2,4,2,3,3,5,2,3,1,1,3,40,12,6,1,7,2,2,7,5,3,2,1,1,0,0,0,0,0,0,1,5,7,6,2,1,5,3,5,3,1,1,2,1,3,1,1,2,1,2,4,7,5,0.364273602,0.371255358,0.531448422
2021014214,1,1,1,2,1,2,2,2,2,2,2,2,2,5,9,3,1,4,3,1,2,7,3,3,1,1,3,30,9,6,2,10,2,2,8,7,3,1,,,,,,,,,2,5,2,6,1,1,2,5,3,4,1,1,2,1,1,1,1,2,1,1,1,6,6,0.436128672,0.637464779,0.987895922
2021014217,1,1,2,2,1,2,2,2,1,1,2,2,2,5,10,1,3,5,6,1,2,10,3,3,3,1,3,51,3,6,1,7,2,4,10,10,2,2,,,,,,,,,2,5,7,6,3,5,5,5,5,4,1,1,1,1,1,1,2,2,1,2,1,7,7,0.36268064,0.164819204,0.827263237
2021014279,1,1,1,2,2,2,2,2,2,2,2,2,2,5,4,3,3,1,3,1,1,8,1,3,2,1,2,14,2,6,2,5,2,2,8,6,3,1,1,0,0,0,0,0,0,0,2,5,1,5,1,2,2,4,1,4,1,1,2,1,1,1,1,2,1,2,4,7,6,1.258638082,1.120105705,0.795629506
2021014318,1,1,1,2,1,2,1,2,1,1,2,2,2,2,9,1,2,6,5,1,2,9,2,3,1,2,3,2,3,6,1,7,2,2,8,7,3,2,,,,,,,,,1,4,4,5,3,1,3,4,5,4,1,2,1,1,1,1,2,2,1,2,3,7,7,1.257105193,0.107341062,0.674423042
2021014327,1,1,2,1,2,2,2,2,2,2,2,2,2,5,1,2,3,2,3,3,2,7,2,3,1,1,1,51,3,6,3,1,2,,4,8,2,1,1,1,0,0,0,0,0,0,2,2,6,6,5,4,5,2,4,2,1,1,2,2,,2,,,0,2,6,4,5,0.36268064,0.164819204,0.827263237
2021014368,1,1,1,2,1,1,2,2,2,1,2,2,2,5,10,2,3,1,3,3,3,7,2,3,1,1,2,8,5,6,1,6,2,3,9,6,3,2,,,,,,,,,1,5,3,5,1,1,3,3,5,3,1,1,1,1,3,1,2,2,1,2,1,6,5,1.035166131,0.114165721,0.744184573
2021014379,1,1,2,2,1,2,2,2,2,2,2,2,2,5,7,3,1,3,3,3,3,7,3,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
2021014403,1,1,2,1,1,1,2,2,2,1,2,2,2,5,9,3,1,3,4,1,3,9,2,3,1,1,2,2,5,7,3,5,2,,9,7,3,1,0,0,1,0,0,0,0,0,2,5,2,4,2,1,2,5,5,4,1,1,2,1,,1,2,2,1,2,1,7,7,1.373869031,0.089073884,0.839476767
2021014426,1,1,1,2,2,2,2,2,2,2,2,2,2,5,6,4,2,2,4,3,3,10,1,3,1,2,1,42,12,6,3,1,8,,7,5,3,1,0,1,0,0,0,0,0,0,2,4,2,3,3,5,5,2,3,3,1,1,2,2,,1,2,2,0,2,4,7,7,0.436782535,0.237199294,0.667937286
2021014497,1,1,1,2,1,2,2,2,2,2,2,2,2,4,3,3,3,1,3,3,3,8,3,2,1,2,1,38,6,6,1,4,8,8,7,5,3,1,0,1,0,0,0,0,0,0,2,5,2,5,1,5,1,5,2,3,1,1,2,2,,1,1,2,1,2,1,7,7,0.563381342,0.21489055,0.860626354
2021014514,1,1,1,2,1,2,1,2,2,2,2,2,2,5,7,2,1,3,3,1,2,8,3,3,2,1,1,38,6,6,1,3,3,3,8,8,3,2,1,1,1,0,1,0,0,0,2,5,2,4,2,2,3,4,4,3,1,1,2,1,1,1,1,2,1,2,1,7,7,0.563381342,0.21489055,0.860626354
2021014516,1,1,1,2,1,2,2,2,2,2,2,2,2,5,8,3,2,2,3,3,3,7,1,3,1,2,1,38,12,6,1,4,8,8,9,4,3,1,1,0,0,0,0,0,0,0,2,5,1,3,1,1,3,4,1,3,1,1,2,2,,1,2,2,1,2,1,7,7,0.539192262,0.199687205,0.827977297
2021014537,1,1,1,2,2,1,2,1,2,2,2,2,2,3,4,2,1,2,3,3,3,8,3,3,1,1,1,38,6,4,3,4,8,,7,9,3,1,1,1,1,0,0,0,0,0,2,5,5,4,4,2,5,4,5,2,1,1,2,1,,1,1,2,0,2,7,6,5,0.697578167,0.269117135,1.136896972
2021014621,1,1,2,2,1,1,2,2,1,2,2,2,2,5,6,3,3,2,3,1,3,8,2,3,1,1,3,23,6,7,1,7,8,8,8,6,3,1,0,0,1,0,0,0,0,0,2,5,3,6,2,2,2,4,3,4,1,1,2,1,2,1,2,2,1,2,1,7,6,1.882964292,1.324020796,1.348737621
2021014634,1,1,2,1,2,2,2,2,1,2,2,1,1,3,8,1,2,5,5,1,2,9,3,2,3,1,3,10,3,7,1,8,2,2,10,10,3,2,,,,,,,,,2,5,5,1,1,2,2,5,4,4,1,1,1,1,1,1,1,2,1,2,7,7,7,0.947188334,2.269272903,0.807866301
2021014639,1,1,1,1,1,1,2,2,2,1,2,2,2,5,7,2,3,4,3,1,3,8,1,3,2,1,3,5,3,7,1,8,2,3,5,8,3,1,,,,,,,,,2,4,5,4,5,4,4,2,2,3,1,1,2,1,1,1,1,2,0,2,6,7,5,0.689142562,2.855666648,1.282577445
2021014651,1,1,1,2,2,1,2,2,1,2,2,2,2,5,6,3,3,1,4,1,2,9,3,3,1,2,2,12,11,6,1,6,8,8,6,7,3,1,0,1,0,0,0,0,0,0,2,5,3,5,1,2,2,5,2,3,1,1,2,2,,1,1,1,1,2,3,7,6,1.841504593,0.184435064,0.750238042
2021014659,1,1,1,2,1,1,2,2,2,2,2,2,2,5,8,3,1,1,3,3,3,8,3,3,3,1,2,5,5,6,3,5,8,,7,7,3,1,1,0,0,0,0,0,0,0,2,5,3,2,2,2,2,2,2,3,1,1,2,1,,1,1,2,1,2,1,7,7,0.753152266,2.369692605,0.968382566
2021014665,1,1,2,1,1,2,2,2,2,2,2,2,2,5,7,4,2,4,2,1,2,7,1,1,1,1,2,12,5,5,3,6,2,,7,5,3,2,0,0,1,0,0,0,0,0,2,4,5,3,2,2,3,4,2,3,1,1,2,1,,1,2,2,1,2,2,3,5,2.382440342,0.248561924,1.366406493
2021014667,1,1,1,2,2,2,2,2,2,2,2,2,2,4,7,3,3,1,3,3,3,7,2,3,1,1,1,38,6,3,1,3,8,4,9,2,3,1,0,0,1,0,0,0,0,0,2,5,3,2,2,1,1,5,4,4,1,1,2,1,1,1,2,2,1,2,1,6,6,0.976965349,0.344166087,1.677546821
2021014714,1,1,1,2,1,1,2,2,2,2,2,2,2,5,5,3,3,2,3,1,1,7,1,3,2,1,2,38,10,7,1,6,2,8,7,7,3,1,0,0,1,0,0,0,0,0,2,5,5,4,4,3,5,4,3,3,1,1,2,1,1,1,1,2,1,2,5,6,5,0.460939907,0.210224666,0.737652421
2021014743,1,1,1,2,1,1,1,2,2,1,2,2,2,5,8,2,3,3,6,1,3,8,2,3,2,1,3,8,11,7,3,7,2,,9,8,3,1,0,0,1,0,0,0,0,0,2,5,3,5,2,2,2,5,2,4,1,1,2,1,,1,1,2,1,2,2,6,6,0.990720719,0.116152811,0.686277547
2021014760,1,1,1,1,1,2,2,2,2,2,2,2,2,5,10,3,1,4,3,3,1,9,2,3,2,1,3,10,4,6,1,7,8,8,9,8,3,3,0,0,1,1,1,0,0,0,2,5,2,4,2,1,1,5,2,4,1,1,2,2,,1,2,2,1,2,1,7,7,2.233584438,3.952727771,1.378228604
2021014762,1,1,1,1,1,2,2,2,1,2,2,2,2,5,7,3,2,5,3,3,3,5,1,3,1,1,2,16,12,4,2,5,8,8,8,4,3,1,1,0,1,0,1,0,0,0,2,5,2,4,1,1,1,5,2,4,1,1,2,1,1,1,1,2,1,2,1,7,6,0.540823662,1.134973712,1.074112544
2021014790,1,1,2,2,1,2,2,2,1,2,2,2,2,5,5,3,3,2,3,3,3,8,2,3,1,1,2,48,4,6,1,6,2,3,8,7,3,2,0,0,1,0,0,0,0,0,2,5,2,3,2,2,3,5,3,4,1,1,2,1,1,1,1,2,1,2,1,6,6,1.257105193,1.152307587,0.768658842
2021014853,1,1,1,1,1,1,2,2,1,1,1,1,2,5,10,3,1,5,3,3,3,10,2,3,1,1,3,51,6,7,1,7,8,8,10,7,3,1,,,,,,,,,2,5,1,2,1,1,1,5,1,4,1,1,2,1,3,1,2,2,1,2,1,7,7,0.396367545,0.187228369,0.790862386
2021014898,1,1,1,2,2,2,2,2,1,2,2,2,2,5,8,3,1,3,4,1,3,7,2,3,1,2,2,48,11,4,1,6,2,2,6,8,3,2,0,0,1,1,0,0,0,0,1,5,5,6,3,2,4,3,3,3,1,1,2,1,2,1,2,2,1,2,2,6,5,1.628084511,1.112781453,1.044990931
2021014931,1,1,1,1,2,2,1,2,2,2,1,2,2,2,7,3,2,3,3,1,3,8,3,1,3,1,1,30,3,2,2,4,2,3,3,2,2,2,,,,,,,,,2,3,5,6,5,4,4,2,4,3,1,1,1,2,,2,,,1,1,7,7,6,0.431224288,0.560875077,1.040430475
2021014943,1,1,2,1,2,2,2,2,2,2,2,2,2,5,2,2,1,1,2,3,3,4,2,3,1,1,2,38,11,7,3,5,1,,3,5,2,3,0,0,1,0,0,0,0,0,1,4,6,6,5,5,5,2,4,2,1,1,2,1,,1,1,2,0,2,7,5,5,0.539192262,0.199687205,0.827977297
2021014963,1,1,1,2,1,1,2,2,2,1,2,2,2,3,2,2,3,2,4,3,1,7,2,3,1,1,1,38,5,6,3,4,2,,3,9,2,2,1,0,1,1,1,0,0,0,2,5,5,4,3,3,3,3,3,3,1,1,2,1,,2,,,1,2,5,6,7,0.563381342,0.21489055,0.860626354
2021015013,1,1,1,1,1,2,1,2,1,2,2,2,2,5,8,2,3,2,5,1,1,7,2,2,2,1,2,38,10,5,3,5,2,,9,7,3,1,1,0,1,1,0,0,0,0,2,5,6,4,2,1,3,5,3,4,1,1,2,1,,1,1,2,1,2,1,6,6,0.799320607,0.336693264,1.43784404
2021015042,1,1,1,2,1,2,1,2,2,1,2,2,2,5,10,3,3,1,3,1,2,9,2,3,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
2021015048,1,1,2,2,2,2,1,2,2,2,2,2,2,5,6,4,1,4,3,3,3,7,1,2,1,2,3,12,12,5,3,8,8,,10,5,3,1,0,0,1,0,0,0,0,0,2,5,1,2,1,1,1,5,2,4,1,1,2,2,,1,2,2,1,2,1,7,7,2.28014899,0.230976355,1.34132201
2021015052,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,1,3,7,2,3,1,1,1,18,8,6,3,3,1,,5,5,3,3,0,0,1,0,0,0,0,0,2,4,4,4,3,3,5,5,1,3,1,1,2,2,,1,2,2,1,2,1,7,5,0.787745719,1.023978137,1.358527441
2021015054,1,1,1,2,1,1,2,2,2,2,2,2,2,5,7,3,2,3,3,3,3,7,2,3,1,1,3,38,4,6,1,7,2,3,9,7,3,1,1,0,0,1,1,0,0,0,2,5,1,4,1,1,1,5,1,4,1,1,2,1,1,1,1,2,1,2,1,7,6,1.215611447,0.325841129,0.916459076
2021015059,1,1,1,1,1,1,2,2,2,2,2,2,1,5,7,3,2,2,4,1,3,5,1,2,1,1,1,38,6,6,3,3,8,,7,5,2,1,1,0,1,0,1,0,0,0,2,4,6,5,2,2,3,3,3,3,1,1,1,1,,1,2,2,0,2,2,6,5,0.563381342,0.21489055,0.860626354
2021015122,1,1,1,1,1,2,1,2,2,2,2,2,2,5,7,2,2,4,2,3,3,6,1,2,1,2,3,5,6,7,1,7,8,8,9,9,3,1,0,0,1,0,0,0,0,0,2,5,5,3,3,1,3,5,3,3,1,1,2,1,3,1,2,2,1,2,1,6,7,0.53776992,1.852956779,0.779564415
2021015134,1,1,2,2,1,1,2,2,2,2,2,2,2,5,6,3,2,3,4,3,3,8,2,3,1,2,1,44,6,6,1,4,1,1,9,6,3,1,0,0,1,0,0,0,0,0,2,4,1,3,1,1,1,5,2,4,1,1,2,2,,1,2,2,1,2,1,6,6,1.301951085,2.574447379,1.013442864
2021015140,1,1,1,2,2,1,2,2,2,2,2,2,2,5,9,1,3,2,3,2,2,8,3,1,2,2,3,5,6,7,1,7,8,8,7,8,3,2,1,0,0,0,0,0,0,0,2,5,1,1,2,1,2,5,1,3,1,1,2,1,1,1,2,2,1,2,1,4,6,0.753152266,2.369692605,0.968382566
2021015142,1,1,1,2,1,2,2,2,1,2,2,2,2,5,9,3,3,4,4,1,2,10,2,3,1,2,3,31,6,6,3,7,2,,10,6,3,1,,,,,,,,,2,5,1,3,1,1,1,5,1,4,1,1,2,1,,2,,,1,2,1,7,7,2.126825995,0.649635179,0.862816904
2021015150,1,1,1,1,1,2,1,2,2,2,2,2,2,5,8,4,3,3,3,1,3,7,3,3,3,1,2,5,10,5,1,6,3,3,8,5,3,1,,,,,,,,,2,5,4,2,1,2,2,4,3,3,1,1,2,1,3,1,2,2,1,2,1,7,6,0.762983341,2.9032364,1.240158031
2021015190,1,1,1,2,2,2,1,2,2,2,2,2,2,4,7,3,1,4,3,3,3,8,2,2,1,2,3,12,5,7,1,8,2,2,8,5,3,1,,,,,,,,,2,5,4,4,2,2,3,5,1,4,1,1,2,1,3,1,1,2,1,2,2,6,5,1.924117613,0.198477175,0.764268479
2021015193,1,1,1,1,1,1,1,2,1,2,2,2,2,2,7,2,3,4,3,1,3,7,2,2,3,1,2,20,8,5,2,6,2,2,10,10,3,2,1,0,0,1,0,0,0,0,2,4,7,6,4,4,5,4,5,3,1,1,2,1,1,1,2,2,1,2,1,6,4,0.379837096,0.530456721,0.93850949
2021015236,1,1,1,2,1,1,2,2,2,2,2,2,2,5,7,2,3,2,4,1,1,7,2,3,1,1,3,21,4,6,3,7,2,,5,7,3,1,,,,,,,,,2,4,5,4,4,3,3,3,3,2,1,1,2,1,,1,1,2,1,2,4,5,5,1.326546938,0.819765494,0.902067982
2021015270,1,1,1,2,1,1,2,2,2,2,2,2,2,4,7,4,3,1,3,3,3,6,2,3,1,1,3,47,9,7,1,7,2,2,7,5,3,1,,,,,,,,,2,5,6,4,2,2,2,4,4,3,1,1,2,1,1,1,2,2,1,2,1,5,5,1.186146098,1.091446413,0.858220542
2021015277,1,1,1,2,1,2,1,2,1,2,2,2,2,5,10,3,2,2,3,1,3,6,1,3,3,1,3,34,6,6,1,7,8,8,10,10,3,1,0,0,1,0,0,0,0,0,2,5,1,2,1,1,1,5,1,4,1,1,2,1,3,1,2,2,1,2,1,7,7,1.449760742,1.539118787,1.14240014
2021015287,1,1,1,2,2,2,2,2,2,2,2,2,2,4,5,3,3,2,2,3,3,7,3,3,1,1,2,5,3,6,3,5,2,,7,8,3,1,1,1,1,0,0,0,0,0,2,5,5,4,3,4,4,4,3,3,1,1,2,2,,1,2,2,1,2,2,5,5,0.689142562,2.855666648,1.282577445
