NFCSID,A1(筛选value=1,A3,B2_1（整理所有B_2�?B2_2,B2_3,B2_4,B2_5,B2_7,B2_20,B2_21,B2_23,B2_24,B2_25,B30,B4_x,B10,C22_3,C24,D2,D21,D30,G1,G30_1,G30_2,G30_3,G7,S_Income,STATEQ,A50B,A5_2015,A7A,A8_2021,A9,A10,J1,J2,J4,J40,J51_1,J51_2,J51_3,J51_4,J51_5,J51_6,J51_98,J51_99,J52,J32,J33_40,J53,J41_1,J41_2,J41_3,J42_1,J42_2,J43,B1,B2,B4_y,C1_2012,C2_2012,EA_1,E7,E8,pay credit card in full,unpaid medical bill,too much debt,good at dealing with financial matters,financial knowledge,wgt_n2,wgt_d2,wgt_s3,
2021016854,1,1,1,2,1,1,2,2,1,1,2,2,2,5,7,3,3,2,3,1,3,9,1,3,1,1,2,32,12,7,1,6,8,8,9,7,3,1,1,0,0,0,0,0,0,0,2,5,2,5,1,2,2,3,1,3,1,1,2,2,,1,1,2,1,2,5,7,6,0.379349292,0.512031924,0.71523769
2021016858,1,1,1,2,1,2,1,2,2,2,2,2,2,3,9,2,1,4,3,1,2,7,3,3,1,1,2,16,3,4,3,6,2,,9,8,3,1,0,1,1,0,0,0,0,0,1,5,6,4,1,2,3,4,2,4,1,1,2,1,,1,1,2,1,2,1,7,6,0.517059806,1.049915788,1.01837716
2021016871,1,1,1,1,1,2,1,2,1,2,2,2,2,4,6,4,1,2,3,1,2,6,3,3,1,1,1,19,12,4,1,4,8,8,9,1,2,1,1,0,1,0,0,0,0,0,2,5,6,4,3,3,4,4,3,2,1,1,2,2,,1,2,2,1,2,2,6,5,1.788954081,0.591235766,1.768741462
2021016893,1,1,1,2,1,1,2,2,1,2,2,2,2,5,8,3,2,2,2,3,3,8,2,2,1,1,2,24,6,6,3,6,8,,9,5,3,1,,,,,,,,,2,5,2,2,1,1,1,5,1,4,1,1,2,1,,1,2,2,1,2,1,7,7,0.456377341,1.679398279,0.930875512
2021016903,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,3,1,3,10,1,3,1,1,1,29,10,6,3,4,7,,4,8,3,1,0,0,0,0,0,1,0,0,1,3,7,6,2,2,4,5,3,4,1,1,2,2,,2,,,1,2,4,7,6,0.324294764,0.702984684,0.627784431
2021016905,1,1,1,1,2,2,2,2,2,2,2,2,2,5,6,3,3,2,2,3,3,8,1,3,1,2,3,20,11,5,1,7,3,2,8,6,3,3,,,,,,,,,1,5,1,4,2,2,3,4,1,4,1,1,2,1,2,1,2,2,1,2,1,7,6,0.451043179,0.608982838,1.045875511
2021016907,1,1,1,2,1,2,2,2,1,2,2,2,2,5,8,2,3,2,3,1,3,10,1,3,1,1,3,14,5,6,1,9,2,2,7,7,3,1,,,,,,,,,2,5,5,4,2,1,5,5,1,4,1,1,2,1,3,1,1,2,1,2,5,7,6,1.344484511,1.296632072,0.963239244
2021016911,1,1,1,1,2,2,1,2,2,2,2,2,2,5,7,2,1,1,2,1,3,9,2,3,1,1,2,28,6,6,1,6,8,8,8,8,3,1,0,0,1,0,0,0,0,0,2,5,2,3,2,2,2,4,2,4,1,1,2,1,3,1,2,2,1,2,1,7,6,0.456377341,0.572720405,0.898968484
2021016928,1,1,1,1,1,1,2,2,1,1,2,2,2,5,9,2,1,2,3,3,3,9,2,3,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
2021016935,1,1,1,1,1,2,2,2,2,1,2,2,2,5,10,3,3,4,3,3,3,9,2,3,1,1,3,22,6,7,3,9,8,,10,9,3,2,,,,,,,,,2,5,1,5,1,1,1,5,1,4,1,1,2,1,,1,2,2,1,2,1,7,7,0.380615534,2.546335804,0.96544358
2021016938,1,1,1,2,2,2,2,2,2,2,2,2,2,5,10,2,1,1,4,3,3,10,3,3,1,1,3,29,6,7,1,10,1,2,10,10,3,1,,,,,,,,,2,5,1,6,1,1,1,5,1,4,1,1,2,1,3,1,2,2,1,2,1,7,7,0.396367545,0.908074875,0.889486142
2021016953,1,1,1,2,1,1,1,2,2,1,2,2,2,5,8,3,2,2,3,3,3,7,2,3,1,1,2,43,6,7,1,6,8,8,9,3,3,1,0,0,0,0,0,1,0,0,2,5,2,2,1,1,1,5,1,4,1,1,2,1,3,1,2,2,1,2,1,7,6,0.697877701,1.357361455,0.978767732
2021017014,1,1,1,1,1,1,2,2,2,2,2,2,2,3,4,1,3,3,5,3,3,9,1,3,1,1,2,7,5,6,3,5,2,,6,9,2,2,,,,,,,,,2,4,2,3,4,3,4,4,3,3,1,1,2,1,,1,2,2,0,2,5,5,6,0.380615534,1.275494489,0.968487179
2021017027,1,1,1,2,1,1,2,2,1,2,2,2,2,5,10,3,2,2,3,1,3,7,1,3,2,1,3,22,6,7,1,7,8,8,9,2,3,1,1,0,1,0,1,0,0,0,2,5,1,4,1,2,2,4,2,3,1,1,2,1,1,1,2,2,0,2,1,7,6,0.380615534,2.546335804,0.96544358
2021017036,1,1,1,2,1,2,2,2,1,2,2,2,2,3,6,1,3,4,5,2,2,7,2,2,2,1,3,15,3,6,1,7,2,2,7,7,2,2,1,1,1,1,0,0,0,0,2,4,6,4,1,1,4,3,3,3,1,1,2,2,,1,1,2,1,2,2,6,5,1.230218035,0.603503048,0.840754512
2021017085,1,1,1,2,1,2,1,2,2,2,2,2,2,5,10,3,1,2,2,3,3,4,2,3,1,2,2,26,12,7,3,6,8,,10,5,3,1,,,,,,,,,2,5,1,2,1,1,1,5,1,4,1,1,2,1,,1,2,2,1,2,1,7,6,0.436782535,1.651648472,0.90856663
2021017092,1,1,2,2,1,1,2,2,2,2,2,1,2,5,8,2,1,2,3,1,2,7,3,3,1,1,1,50,5,4,1,4,6,8,7,7,3,1,1,0,0,0,0,0,0,0,2,5,4,4,3,1,2,5,2,4,1,1,1,2,,1,2,2,1,2,2,7,6,1.664739263,0.683500975,1.167593931
2021017096,1,1,1,1,1,1,1,2,1,1,1,2,1,3,7,2,3,6,5,1,2,9,3,3,3,1,3,50,4,7,1,9,2,2,9,10,2,3,1,1,0,0,0,0,0,0,1,5,7,4,5,4,5,5,4,4,1,1,1,1,1,1,1,1,1,1,7,6,7,1.230218035,0.526739803,0.82683349
2021017123,1,1,1,2,2,2,1,2,2,2,2,2,2,5,7,3,1,1,2,3,3,3,1,2,3,1,2,12,6,6,1,5,8,8,10,2,3,1,0,0,1,0,0,0,0,0,2,5,2,2,1,1,1,4,1,3,1,1,2,1,1,1,2,2,1,2,1,6,5,1.373869031,0.155197187,0.589651655
2021017157,1,1,1,2,1,2,1,2,1,2,2,2,2,5,6,3,3,1,3,1,2,3,2,3,1,1,2,22,3,6,1,6,2,2,8,8,2,1,1,1,0,0,0,0,0,0,2,4,6,4,4,4,5,4,4,3,1,1,2,1,1,1,1,2,1,2,5,5,3,0.821256518,3.685860733,1.430582847
2021017159,1,1,2,2,1,2,2,2,2,2,2,2,2,5,10,3,3,3,3,1,3,8,2,3,3,1,3,6,6,7,1,7,2,8,10,6,3,1,0,0,0,1,0,0,0,0,2,5,2,4,1,1,1,5,2,4,1,1,2,1,1,1,2,2,1,2,1,7,6,0.396367545,1.799260553,1.023092729
2021017167,1,1,1,1,1,1,2,2,2,2,2,2,2,5,10,2,2,3,3,1,3,8,2,3,1,1,3,26,5,7,1,8,2,8,9,8,3,1,,,,,,,,,2,5,1,5,1,1,1,5,1,4,1,1,2,1,3,1,2,2,1,2,1,7,6,0.456377341,1.820554259,0.929687246
2021017191,1,1,1,1,1,1,2,2,2,1,2,2,2,5,10,3,2,3,3,3,3,9,2,3,1,1,3,15,4,6,1,7,2,2,10,9,3,3,0,1,0,0,0,0,0,0,2,5,1,4,1,1,1,5,1,4,1,1,2,1,3,1,1,2,1,2,1,7,7,1.230218035,0.603503048,0.840754512
2021017198,1,1,2,2,1,2,2,2,1,2,2,2,2,5,9,2,3,2,3,1,1,9,1,3,1,1,2,50,6,4,3,6,8,,10,7,3,2,,,,,,,,,2,5,1,4,1,1,1,5,1,4,1,1,2,1,,1,2,2,1,2,1,7,6,1.664739263,0.683500975,1.167593931
2021017202,1,1,2,2,1,2,1,1,1,2,2,2,2,5,8,2,2,4,5,1,2,8,2,3,2,1,3,30,4,7,1,9,2,2,9,10,3,1,1,0,1,1,0,0,0,0,1,5,4,4,1,2,4,4,2,4,1,1,2,1,3,1,1,2,1,2,1,7,6,0.324664458,0.70566954,0.92448453
2021017213,1,1,1,2,1,2,2,2,1,2,2,2,2,5,10,2,3,3,3,1,3,8,1,3,2,1,3,24,6,7,1,7,8,8,10,10,3,1,1,0,0,0,1,0,0,0,2,5,2,6,1,1,2,1,3,4,1,1,2,1,1,1,2,2,1,2,1,7,7,0.456377341,1.679398279,0.930875512
2021017236,1,1,1,2,1,1,2,1,1,2,2,2,2,3,6,2,3,4,3,3,1,6,1,3,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
2021017260,1,1,1,2,2,2,1,2,2,2,2,2,2,5,4,3,2,5,3,3,2,7,2,3,1,1,2,15,5,2,1,6,8,2,9,6,3,1,0,0,1,0,0,0,0,0,2,5,4,3,2,1,1,5,1,3,1,1,2,1,1,1,2,2,1,2,1,7,5,1.664739263,0.783109457,1.021809305
2021017263,1,1,2,2,1,2,2,2,1,2,2,2,2,5,4,3,3,3,4,3,3,7,1,3,1,2,2,15,12,7,3,5,8,,8,6,3,1,1,0,0,0,0,0,0,0,2,5,4,4,2,2,2,4,3,3,1,1,2,2,,1,1,2,1,2,2,7,7,1.286758348,0.697037679,1.030491975
2021017287,1,1,1,2,1,2,2,2,1,2,2,2,2,5,6,3,1,4,3,3,3,8,1,3,2,1,3,6,6,7,1,7,8,8,9,7,3,1,0,0,1,0,0,0,0,0,2,5,5,4,2,1,4,3,2,4,1,1,2,1,2,1,2,2,1,2,1,7,5,0.396367545,1.799260553,1.023092729
2021017301,1,1,1,1,1,1,1,1,1,1,1,1,1,4,8,1,2,5,5,3,1,9,3,3,3,1,2,50,2,6,3,6,2,,10,10,3,2,1,0,0,0,0,0,0,0,2,4,5,1,1,2,1,5,2,4,1,1,2,1,,2,,,1,2,1,6,6,1.258638082,0.535960275,0.73966178
2021017308,1,1,1,1,1,2,1,2,1,2,2,2,2,5,9,3,1,2,3,3,3,8,2,3,1,2,2,7,6,6,3,6,3,,10,3,3,3,1,0,0,0,0,0,0,0,1,5,1,4,1,1,1,3,1,4,1,1,2,1,,1,2,2,1,2,1,7,6,0.380615534,1.275494489,0.968487179
2021017350,1,1,1,2,1,1,1,1,1,2,2,2,2,5,6,2,3,3,2,1,2,9,3,3,2,1,3,7,5,6,1,7,2,2,7,8,2,1,,,,,,,,,2,5,6,6,1,2,1,2,1,4,1,1,2,2,,1,2,2,0,2,3,7,7,0.380615534,1.275494489,0.968487179
2021017384,1,1,1,2,2,2,2,2,2,1,2,2,2,5,6,2,3,1,4,1,3,9,3,3,1,1,3,43,6,6,1,7,8,8,9,8,3,1,1,0,0,1,0,0,0,0,2,5,5,4,1,1,2,5,2,3,1,1,2,2,,2,,,1,2,2,7,7,0.697877701,1.357361455,0.978767732
2021017402,1,1,1,2,2,2,2,2,2,2,2,2,2,5,10,3,2,2,3,3,3,8,1,3,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
2021017407,1,1,1,1,1,1,2,1,2,2,2,2,1,5,10,2,1,3,2,3,3,7,1,3,1,1,3,7,6,7,3,9,8,,10,8,3,1,,,,,,,,,2,5,1,2,1,1,1,1,1,4,1,1,2,1,,1,2,2,1,2,1,7,7,0.380615534,1.275494489,0.968487179
2021017413,1,1,2,2,1,2,2,2,2,2,2,2,2,5,9,3,3,1,3,1,3,10,1,3,1,1,2,1,5,6,1,5,8,8,10,5,3,1,1,0,1,1,0,0,0,0,2,5,1,6,1,1,1,5,1,4,1,1,2,1,3,1,2,2,1,2,1,7,6,0.697877701,0.954520711,0.977558692
2021017420,1,1,1,1,1,1,2,2,2,1,1,2,2,5,10,3,3,4,3,1,3,8,2,3,1,1,2,24,6,6,1,5,8,8,10,6,3,1,0,0,0,0,0,1,0,0,2,5,1,3,1,1,1,4,2,4,1,1,2,2,,1,2,2,1,2,1,7,5,0.456377341,1.679398279,0.930875512
2021017421,1,1,1,2,2,2,2,2,2,2,2,2,2,5,4,2,2,2,3,3,3,6,3,3,1,1,3,48,5,6,1,7,2,4,5,7,2,1,0,1,0,0,0,0,0,0,2,3,6,4,3,3,3,2,3,2,1,1,1,1,1,1,1,2,0,2,5,6,5,1.924117613,1.222868194,1.225185491
2021017422,1,1,1,2,1,2,2,2,2,2,2,2,2,2,5,2,3,2,4,1,3,8,3,3,1,1,3,14,4,6,1,7,2,2,8,8,3,1,1,0,1,0,0,0,0,0,2,4,2,5,2,1,4,4,3,3,1,1,2,1,3,1,1,2,0,2,5,6,5,1.230218035,1.100835801,0.787143839
2021017428,1,1,1,1,1,2,2,2,2,2,2,2,2,5,10,3,3,3,3,1,3,8,2,3,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
2021017437,1,1,2,2,2,1,2,2,2,2,1,2,2,5,3,3,2,1,2,2,1,6,3,3,1,1,1,17,12,6,1,4,8,8,7,5,2,1,0,0,1,0,0,0,0,0,2,4,4,4,2,2,5,2,2,3,1,1,2,2,,1,2,2,1,2,1,6,6,0.436782535,0.735827801,0.780629994
2021017459,1,1,1,2,1,1,1,2,2,1,2,2,2,5,5,3,1,3,3,3,3,9,1,3,2,1,1,24,6,7,1,4,8,8,9,8,3,1,0,0,0,0,1,0,0,0,2,5,2,3,1,1,1,5,2,4,1,1,2,2,,1,1,1,1,2,1,7,7,0.456377341,1.679398279,0.930875512
2021017487,1,1,1,1,2,2,1,2,1,2,2,2,2,3,2,4,1,2,5,1,1,7,3,3,1,1,2,14,3,2,3,5,1,,5,7,2,1,1,1,0,0,0,0,0,0,1,5,7,5,5,5,5,3,5,3,1,1,2,2,,1,2,2,0,2,5,6,5,1.523254637,1.212750135,0.907131648
2021017489,1,1,1,2,1,2,1,2,1,2,2,2,2,5,7,3,1,3,3,3,3,8,1,3,1,1,3,6,5,6,1,9,8,8,10,6,3,1,,,,,,,,,2,5,1,2,1,1,1,5,1,4,1,1,2,1,1,1,1,2,1,2,1,7,7,0.396367545,1.799260553,1.023092729
2021017520,1,1,1,1,2,1,2,2,2,1,2,2,2,4,7,1,3,1,4,1,3,6,3,3,1,2,1,18,12,6,3,4,8,,7,9,3,1,0,0,0,0,0,1,0,0,2,5,2,3,1,1,2,5,2,4,1,1,2,1,,1,2,2,1,2,1,7,6,0.667913948,0.885298333,0.906683808
2021017522,1,1,1,1,1,2,2,2,2,2,2,2,2,5,10,3,1,3,3,3,3,8,3,3,1,1,2,18,5,4,1,6,8,8,8,6,3,1,,,,,,,,,2,5,2,5,1,1,2,5,1,4,1,1,2,1,1,1,2,2,1,2,1,7,7,0.864111413,1.048792577,1.156263133
2021017553,1,1,1,2,1,2,2,2,1,2,2,2,2,4,7,1,3,4,3,1,3,8,2,3,2,1,2,11,3,6,1,6,2,4,6,5,2,1,1,1,0,0,0,0,0,0,1,4,5,4,4,4,4,3,5,3,1,1,2,1,1,2,,,1,1,1,6,5,1.326546938,1.378104357,1.019990596
2021017578,1,1,1,2,1,2,2,2,2,2,2,2,2,5,9,3,1,3,3,3,3,9,1,3,1,2,2,1,6,2,1,6,8,8,9,6,3,1,1,1,1,0,0,0,0,0,2,5,1,3,1,1,1,5,1,4,1,1,2,1,3,1,1,1,1,2,1,7,7,0.864111413,1.099890575,1.069721632
2021017594,1,1,2,2,1,2,2,2,2,1,2,2,2,5,10,3,1,3,2,3,3,8,1,3,1,1,2,24,5,3,1,6,2,2,8,6,3,1,1,0,0,0,0,0,0,0,2,5,3,5,2,2,2,4,2,4,1,1,2,2,,1,2,2,1,2,1,7,6,0.565085929,2.248503768,1.199816675
2021017595,1,1,1,2,1,1,2,2,2,2,2,2,2,5,9,2,1,1,3,1,3,6,3,3,1,1,3,24,4,7,1,8,2,4,9,7,3,1,0,0,1,0,0,0,0,0,2,5,2,5,2,2,4,4,3,3,1,1,2,1,1,1,1,2,1,2,1,6,5,0.417590259,1.409406793,0.783891197
2021017617,1,1,1,2,2,2,2,2,1,2,2,2,2,5,6,3,3,1,4,3,3,6,2,3,1,1,1,32,6,4,3,4,8,,8,8,3,1,0,0,1,0,0,0,0,0,2,5,3,3,2,1,2,5,3,3,1,1,2,2,,2,,,1,2,1,7,6,0.490781865,0.645935113,1.265252219
2021017630,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,3,3,2,3,1,3,8,2,3,1,2,1,1,10,3,1,2,1,6,7,6,2,1,0,0,1,0,0,0,0,0,1,3,5,6,2,2,5,4,3,3,1,1,2,2,,1,2,2,0,1,3,7,7,0.706987264,0.910767462,0.887694917
2021017660,1,1,1,1,1,2,1,2,1,2,2,2,2,4,4,3,3,1,4,1,1,8,3,3,2,1,1,4,6,6,3,4,8,,8,8,3,1,0,0,0,1,0,0,0,0,2,5,1,3,2,1,2,4,2,4,1,1,2,1,,1,2,2,1,2,1,7,6,1.301951085,0.28779831,0.856082632
2021017678,1,1,2,2,1,2,2,2,2,2,2,2,2,5,8,3,1,3,4,3,3,4,1,2,1,1,2,24,12,6,3,5,8,,8,3,3,1,0,0,0,0,1,0,0,0,2,5,2,3,1,2,2,5,2,4,1,1,2,2,,1,2,2,1,2,1,7,6,0.436782535,1.523588537,0.899778894
2021017709,1,1,2,2,2,2,1,2,2,2,2,2,2,5,6,4,1,1,2,3,3,8,2,2,2,1,2,50,12,4,1,5,8,8,8,8,3,1,1,0,0,0,0,0,0,0,2,5,3,1,1,1,2,3,2,3,1,1,2,2,,2,,,0,2,3,6,6,1.593262791,0.670226678,1.13999949
2021017730,1,1,1,1,1,1,1,2,2,2,2,2,2,5,9,3,1,5,4,3,3,8,2,3,1,2,3,9,6,7,3,7,8,,7,4,3,1,0,0,0,0,0,1,0,0,2,5,2,4,2,1,4,3,2,3,1,1,2,1,,2,,,1,2,1,6,6,1.035166131,0.086941444,0.831544615
2021017740,1,1,1,2,2,2,1,2,2,2,2,2,2,5,8,3,1,2,4,3,3,5,2,3,1,1,2,37,6,6,1,6,8,8,8,2,3,1,1,0,0,0,0,0,0,0,2,5,5,5,2,2,3,3,3,3,1,1,2,1,1,1,2,2,1,2,1,7,6,1.301951085,0.374013817,0.73448569
2021017826,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,1,3,4,5,1,1,10,3,3,3,1,2,49,2,4,1,6,2,2,10,10,1,1,1,1,1,0,0,0,0,0,1,5,7,5,4,4,5,4,5,4,1,1,1,1,2,1,1,1,1,1,7,7,7,1.19990134,0.248493421,1.044384146
2021017840,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,6,2,2,10,3,3,3,1,3,19,3,7,1,9,2,2,10,10,2,2,1,0,0,0,1,0,0,0,1,5,7,6,4,5,5,4,5,4,1,1,1,2,,1,1,1,1,2,7,6,7,1.191299485,0.365106581,0.725670329
2021017869,1,1,1,1,1,2,2,2,1,2,2,2,2,5,2,3,2,1,3,3,3,5,2,3,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
2021017892,1,1,1,2,2,2,2,2,1,2,2,2,2,5,4,3,3,2,2,2,2,9,3,3,3,1,2,41,6,6,1,6,8,8,6,8,3,1,0,1,0,0,0,0,0,0,2,5,3,4,2,2,2,3,2,3,1,1,2,1,3,1,1,2,0,2,5,7,6,1.035166131,0.63266884,0.829328484
2021017906,1,1,1,1,1,2,2,2,1,2,2,2,2,5,7,3,1,3,3,3,3,7,2,3,1,1,2,50,6,6,1,6,8,8,10,7,3,1,0,0,1,0,0,0,0,0,2,5,1,1,1,1,1,5,1,4,1,1,2,1,3,1,1,2,1,2,1,7,5,1.344484511,0.620426518,0.949967825
2021017950,1,1,1,1,1,2,1,2,2,2,2,2,2,5,10,3,1,4,3,3,3,3,2,3,1,1,3,22,12,7,2,8,3,3,8,7,3,1,0,0,0,0,0,0,1,0,2,5,6,5,2,1,4,5,1,3,1,1,2,1,3,1,2,2,1,2,1,7,5,0.364273602,2.345972308,0.935292835
2021017952,1,1,2,2,1,2,2,2,2,2,2,2,2,5,7,3,2,3,3,1,3,8,2,3,1,1,2,22,6,2,1,6,8,8,9,6,3,1,0,0,1,0,0,0,0,0,2,5,6,5,1,1,1,4,1,3,1,1,2,1,3,1,2,2,1,2,1,7,6,0.471277741,3.19464857,1.131603209
2021017961,1,1,2,2,1,2,2,2,1,2,2,2,2,5,10,1,1,2,3,1,2,9,1,3,1,1,3,43,6,7,1,9,8,4,10,10,3,1,0,0,1,0,0,0,0,0,1,5,1,1,1,1,1,5,1,4,1,1,2,1,1,1,2,2,1,2,1,7,7,0.697877701,1.357361455,0.978767732
2021017965,1,1,2,2,1,2,2,2,2,2,2,2,2,5,6,3,2,2,3,3,3,9,1,3,1,1,2,15,6,4,1,6,8,8,9,4,3,1,0,0,1,0,0,0,0,0,2,5,2,3,1,1,2,4,1,3,1,1,2,1,3,1,2,2,1,2,1,7,6,1.664739263,0.783109457,1.021809305
2021017984,1,1,1,2,1,2,2,2,2,2,2,2,2,5,10,3,2,3,3,3,3,9,1,3,1,1,3,26,6,6,1,8,8,8,9,6,3,1,,,,,,,,,2,5,3,4,1,1,1,5,1,4,1,1,2,2,,1,1,2,1,2,1,7,6,0.456377341,1.820554259,0.929687246
2021017986,1,1,1,2,2,2,2,2,1,2,1,2,2,5,7,3,3,1,3,1,2,8,2,3,2,1,2,15,5,4,3,5,8,,9,7,3,1,,,,,,,,,2,5,4,4,2,1,2,4,2,4,1,1,2,1,,1,2,2,1,2,1,7,6,1.664739263,0.783109457,1.021809305
2021018023,1,1,2,2,1,2,2,2,2,2,2,2,2,5,8,2,3,3,4,3,3,9,1,3,1,1,2,26,11,4,1,5,1,3,7,8,3,1,0,0,1,0,0,0,0,0,1,5,4,4,2,4,4,4,2,4,1,1,2,2,,2,,,1,2,1,7,7,0.540823662,2.211350255,1.131912422
2021018045,1,1,1,2,2,1,2,1,2,2,2,2,2,3,2,1,1,2,3,1,3,9,1,3,1,1,2,49,6,7,1,6,8,8,9,9,3,1,0,0,1,0,0,0,0,0,2,5,2,4,1,1,1,3,2,4,1,1,2,1,3,1,2,1,0,2,2,7,7,1.035166131,0.231171142,0.792241076
2021018077,1,1,1,1,1,2,2,2,1,1,2,2,2,3,8,1,3,5,5,2,2,10,3,3,3,1,3,17,3,6,1,9,1,1,10,10,3,1,1,0,0,1,1,0,0,0,1,4,1,4,1,5,5,5,5,4,1,1,1,1,1,1,2,2,1,2,1,7,7,0.417590259,0.680682924,0.742728233
2021018081,1,1,1,1,1,1,2,2,2,2,2,2,2,5,10,3,2,4,3,3,3,8,2,3,1,1,3,18,6,5,3,9,8,,10,7,3,1,,,,,,,,,2,5,2,2,1,1,1,5,1,4,1,1,2,1,,1,2,2,1,2,1,7,6,0.864111413,1.048792577,1.156263133
2021018093,1,1,1,2,1,2,2,2,2,2,2,2,2,5,6,3,3,1,3,3,2,10,1,3,1,1,1,22,12,4,3,4,8,,9,7,3,1,1,1,0,0,0,0,0,0,2,5,1,4,1,1,1,5,1,4,1,1,2,1,,1,2,2,1,2,1,7,6,0.451043179,2.943271294,1.096263308
2021018102,1,1,1,2,1,2,2,2,2,2,2,1,2,5,9,3,1,4,3,3,3,8,2,3,1,1,3,15,6,6,1,7,8,4,10,6,3,1,1,0,0,0,0,0,0,0,2,5,1,3,1,1,1,5,2,4,1,1,2,2,,1,2,2,1,2,1,7,6,1.344484511,0.710842985,0.9940781
2021018113,1,1,1,2,2,2,2,2,2,2,2,2,1,5,10,2,3,1,4,1,3,7,2,3,1,1,2,43,6,6,1,6,8,8,10,8,3,1,,,,,,,,,1,5,2,5,1,1,1,5,4,4,1,1,2,1,3,1,2,2,1,2,1,7,7,0.697877701,1.357361455,0.978767732
2021018139,1,1,1,2,1,1,1,1,1,2,2,2,2,4,7,1,2,5,4,1,2,8,2,2,2,1,3,7,8,7,1,7,2,2,8,8,3,1,1,0,0,0,0,0,0,0,2,4,6,4,3,2,3,5,1,4,1,1,2,1,1,1,1,2,1,2,6,7,5,0.35569673,1.079624331,0.624560246
2021018144,1,1,1,2,2,2,1,2,2,2,2,2,2,5,5,4,1,1,3,3,3,5,2,2,1,1,2,24,6,2,1,5,8,8,7,3,3,1,0,0,1,0,0,0,0,0,2,5,4,3,1,1,3,3,2,3,1,1,2,2,,1,1,2,0,2,2,6,5,0.565085929,2.248503768,1.199816675
2021018164,1,1,1,1,2,2,2,2,2,2,2,2,2,5,8,2,3,3,3,1,3,10,2,3,1,1,2,15,10,5,1,5,2,2,9,7,3,1,0,0,0,1,0,0,0,0,2,5,1,5,1,1,1,5,3,4,1,1,2,1,1,1,2,2,1,2,7,7,6,1.362034386,0.658047664,0.915702903
2021018166,1,1,1,2,1,2,2,2,1,2,2,2,2,5,7,3,1,2,3,3,3,8,1,3,1,1,3,25,6,6,1,7,8,8,8,7,3,1,1,0,0,0,0,0,0,0,2,5,2,4,1,1,1,5,1,4,1,1,2,1,3,1,2,2,1,2,1,7,7,0.697877701,0.555782855,0.806415457
2021018180,1,1,1,2,2,2,1,2,2,2,2,2,2,5,8,4,1,1,4,3,3,9,1,3,1,1,2,22,6,6,3,5,8,,8,2,3,1,0,0,1,0,0,0,0,0,2,5,2,2,1,1,1,5,1,3,1,1,2,1,,1,2,2,1,2,1,7,7,0.380615534,2.546335804,0.96544358
2021018182,1,1,2,1,1,2,2,2,2,2,2,2,2,5,7,3,1,3,2,3,3,7,1,3,2,1,2,35,6,6,1,6,8,8,7,4,3,1,0,0,1,0,0,0,0,0,2,5,2,3,1,2,3,4,2,4,1,1,2,1,3,1,2,2,1,2,1,7,7,0.456377341,0.228028708,0.752280269
2021018202,1,1,1,1,1,2,2,1,1,2,2,2,2,5,8,2,3,2,2,3,1,10,3,3,2,1,1,15,5,6,3,2,8,,7,9,3,1,1,1,1,1,0,0,0,0,2,4,1,5,2,3,2,4,2,4,1,1,2,1,,2,,,1,2,3,7,6,1.344484511,0.710842985,0.9940781
2021018212,1,1,1,1,1,1,2,1,1,2,1,2,2,5,10,3,3,3,3,3,3,10,3,3,1,1,3,7,11,6,1,7,3,8,10,7,3,1,,,,,,,,,1,5,2,4,1,1,1,5,1,4,1,1,2,1,2,1,2,2,1,2,1,7,6,0.364273602,1.175129668,0.843780605
2021018285,1,1,1,2,1,2,2,2,1,2,2,2,2,5,7,2,1,2,3,3,2,9,2,3,1,1,3,7,6,7,3,8,8,,9,6,3,1,,,,,,,,,2,5,1,5,1,1,1,5,1,4,1,1,2,1,,1,2,2,1,2,1,7,6,0.380615534,1.275494489,0.968487179
2021018320,1,1,1,2,1,2,2,2,1,2,2,2,2,5,8,2,1,5,5,3,3,1,2,1,2,1,3,33,10,7,1,7,2,2,8,3,3,1,0,1,0,0,0,0,0,0,2,5,6,4,2,4,2,3,2,3,1,1,2,1,1,1,2,2,1,2,1,5,5,3.538888903,1.524886425,1.087093094
2021018348,1,1,1,2,2,1,1,2,2,2,2,2,2,5,3,3,3,2,3,3,2,6,3,3,1,1,1,41,6,5,3,4,8,,4,7,2,1,1,1,0,0,0,0,0,0,2,5,4,5,4,4,3,2,5,3,1,1,2,1,,1,1,2,0,1,1,7,6,1.281741582,0.749383742,0.988196822
