NFCSID,A1(筛选value=1,A3,B2_1（整理所有B_2）,B2_2,B2_3,B2_4,B2_5,B2_7,B2_20,B2_21,B2_23,B2_24,B2_25,B30,B4,B10,C22_3,C24,D2,D21,D30,G1,G30_1,G30_2,G30_3,G7,S_Income
2021015048,1,1,2,2,2,2,1,2,2,2,2,2,2,5,6,4,1,4,3,3,3,7,1,2,1,2,3
2021015049,1,1,1,2,1,2,2,2,2,2,2,2,2,5,7,98,98,1,4,3,3,5,2,2,2,98,3
2021015052,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,1,3,7,2,3,1,1,1
2021015053,1,1,1,2,1,2,2,2,98,2,2,2,2,3,4,3,3,3,6,1,98,6,2,3,1,1,2
2021015054,1,1,1,2,1,1,2,2,2,2,2,2,2,5,7,3,2,3,3,3,3,7,2,3,1,1,3
2021015059,1,1,1,1,1,1,2,2,2,2,2,2,1,5,7,3,2,2,4,1,3,5,1,2,1,1,1
2021015066,1,1,1,2,2,2,2,2,2,2,2,2,2,5,7,4,3,1,3,98,98,7,1,3,1,1,2
2021015122,1,1,1,1,1,2,1,2,2,2,2,2,2,5,7,2,2,4,2,3,3,6,1,2,1,2,3
2021015130,1,1,1,1,2,2,2,2,2,2,2,1,1,2,5,2,2,3,2,1,2,6,2,3,1,98,1
2021015134,1,1,2,2,1,1,2,2,2,2,2,2,2,5,6,3,2,3,4,3,3,8,2,3,1,2,1
2021015139,1,1,2,2,1,2,1,2,2,1,2,2,2,5,8,4,1,4,98,3,98,5,1,2,1,1,3
2021015140,1,1,1,2,2,1,2,2,2,2,2,2,2,5,9,1,3,2,3,2,2,8,3,1,2,2,3
2021015142,1,1,1,2,1,2,2,2,1,2,2,2,2,5,9,3,3,4,4,1,2,10,2,3,1,2,3
2021015150,1,1,1,1,1,2,1,2,2,2,2,2,2,5,8,4,3,3,3,1,3,7,3,3,3,1,2
2021015168,1,1,1,1,1,98,1,98,2,2,2,2,1,5,7,3,1,2,98,3,98,9,2,3,1,98,1
2021015172,1,1,98,98,1,2,1,2,2,2,2,2,2,5,9,3,1,98,98,1,3,1,1,3,1,1,1
2021015190,1,1,1,2,2,2,1,2,2,2,2,2,2,4,7,3,1,4,3,3,3,8,2,2,1,2,3
2021015193,1,1,1,1,1,1,1,2,1,2,2,2,2,2,7,2,3,4,3,1,3,7,2,2,3,1,2
2021015194,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,98,1,3,6,3,2,1,1,1
2021015196,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,4,3,98,2,98,98,6,2,3,2,98,1
2021015207,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,3,1,1,98,1,98,4,2,2,2,98,3
2021015223,1,1,1,2,1,2,2,2,2,2,2,2,2,5,6,3,3,98,3,3,3,7,1,3,1,98,2
2021015233,1,1,1,1,98,2,1,2,1,2,2,2,2,5,6,3,2,4,2,1,2,8,3,3,1,1,2
2021015236,1,1,1,2,1,1,2,2,2,2,2,2,2,5,7,2,3,2,4,1,1,7,2,3,1,1,3
2021015243,1,1,1,1,1,1,1,2,2,1,1,2,2,5,8,2,3,98,4,1,3,7,1,3,1,2,2
2021015270,1,1,1,2,1,1,2,2,2,2,2,2,2,4,7,4,3,1,3,3,3,6,2,3,1,1,3
2021015277,1,1,1,2,1,2,1,2,1,2,2,2,2,5,10,3,2,2,3,1,3,6,1,3,3,1,3
2021015279,1,1,1,2,1,1,98,98,1,2,1,2,2,4,6,2,3,3,6,2,2,6,3,2,2,1,2
2021015281,1,1,98,98,98,98,98,98,2,98,98,98,98,1,7,4,1,2,98,3,3,1,3,3,1,1,1
2021015287,1,1,1,2,2,2,2,2,2,2,2,2,2,4,5,3,3,2,2,3,3,7,3,3,1,1,2
2021015289,1,1,1,2,2,2,2,2,1,2,2,2,2,5,7,3,2,2,3,3,3,6,2,2,1,1,2
2021015301,1,1,1,2,2,2,2,2,2,2,2,2,2,5,9,2,3,1,4,1,3,8,2,3,2,1,3
2021015311,1,1,1,2,1,1,2,2,2,2,2,2,1,5,10,3,2,98,3,1,3,7,2,3,1,1,1
2021015316,1,1,1,2,2,2,2,2,2,2,2,2,2,5,10,1,1,3,5,1,2,10,3,3,1,1,3
2021015323,1,1,2,2,1,2,2,2,1,2,2,2,2,4,8,1,1,3,4,3,3,8,2,3,1,2,3
2021015343,1,1,1,1,1,2,1,2,2,2,2,2,2,5,7,4,1,3,3,3,2,8,2,2,1,1,3
2021015352,1,1,1,2,2,2,2,2,2,2,2,2,2,5,4,4,2,1,2,3,3,1,1,2,1,1,3
2021015356,1,1,1,2,1,2,1,2,1,2,2,2,2,5,5,1,2,4,4,1,3,9,2,3,3,1,1
2021015400,1,1,1,2,1,2,1,2,2,1,2,2,2,5,6,3,1,2,3,98,98,7,2,3,1,1,1
2021015411,1,1,2,1,1,1,2,2,2,1,2,2,2,5,10,3,1,3,3,3,3,7,2,3,1,1,3
2021015417,1,1,1,1,2,1,1,1,2,2,2,1,1,3,6,1,2,4,4,2,1,9,2,3,2,1,2
2021015440,1,1,1,1,1,1,1,1,1,1,1,1,1,2,7,3,2,5,5,1,1,10,99,3,3,2,3
2021015473,1,1,2,2,2,2,2,2,2,98,2,2,98,5,4,3,1,1,3,2,3,7,2,3,1,1,3
2021015509,1,1,2,2,1,2,1,2,2,2,2,2,2,5,10,2,1,3,2,3,3,7,2,2,1,1,2
2021015518,1,1,1,2,1,2,2,2,2,2,2,2,2,5,8,3,3,2,2,1,3,6,1,3,1,1,3
2021015525,1,1,1,2,1,2,2,2,2,2,2,2,2,5,7,2,1,98,98,1,3,5,2,3,2,1,2
2021015527,1,1,1,2,1,1,2,2,2,1,2,2,2,5,9,3,3,2,3,1,3,9,2,3,2,1,1
2021015546,1,1,2,2,1,2,1,2,1,2,2,2,2,5,9,2,1,2,3,3,3,7,2,3,1,2,3
2021015558,1,1,1,2,1,2,1,2,1,2,2,2,2,5,6,3,2,4,3,3,3,7,1,3,1,1,2
2021015568,1,1,1,2,1,2,2,2,2,2,2,2,2,5,9,3,1,1,3,98,98,7,1,3,1,1,1
2021015574,1,1,1,2,2,2,2,2,2,2,1,2,2,5,8,1,2,3,4,98,98,10,3,3,2,1,1
2021015576,1,1,1,1,1,1,1,2,1,2,2,2,2,5,10,3,3,1,3,1,2,9,1,3,1,1,2
2021015579,1,1,1,2,2,2,2,2,1,2,2,2,2,5,3,2,1,1,98,3,3,6,2,3,1,1,1
2021015583,1,1,1,2,2,1,1,2,1,2,2,1,1,5,5,1,2,2,3,2,2,8,2,2,2,1,1
2021015609,1,1,1,1,1,1,1,1,1,1,1,1,1,3,6,1,3,6,6,1,1,10,3,3,3,1,2
2021015618,1,1,1,2,2,2,2,2,1,2,2,2,2,5,7,4,3,1,3,1,2,9,1,3,3,1,3
2021015619,1,1,1,2,1,1,2,2,1,1,2,2,2,5,10,2,3,2,3,1,3,8,1,3,2,1,3
2021015635,1,1,1,2,1,1,2,2,1,1,2,2,2,4,10,1,3,6,6,1,2,10,1,3,3,1,3
2021015641,1,1,1,2,2,2,2,2,2,2,2,2,2,5,6,3,1,98,98,98,3,3,1,3,1,1,2
2021015652,1,1,1,2,1,2,1,2,2,2,2,2,98,5,5,3,3,1,3,1,3,7,2,3,1,1,2
2021015682,1,1,1,1,1,1,1,2,1,1,2,1,2,3,8,1,2,3,4,1,1,6,1,2,3,2,3
2021015690,1,1,1,2,1,1,1,1,1,1,1,1,1,3,4,1,3,4,4,2,2,10,3,3,3,1,2
2021015697,1,1,1,1,2,1,1,2,2,2,1,2,2,5,4,2,3,1,3,2,2,10,3,1,2,1,2
2021015704,1,1,1,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,6,1,3,8,2,3,1,1,1
2021015708,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,3,1,1,2,3,2,5,2,2,2,2,2
2021015717,1,1,1,1,2,1,2,1,1,2,2,1,1,4,8,1,2,5,5,2,2,10,3,2,2,1,3
2021015720,1,1,2,1,1,1,2,2,1,2,2,2,2,4,6,2,3,2,3,3,3,8,1,3,1,1,2
2021015724,1,1,2,2,2,2,2,2,1,2,2,2,2,2,5,2,1,3,4,1,2,8,3,3,2,2,3
2021015753,1,1,1,2,2,1,1,1,1,1,2,2,2,2,5,1,3,5,3,1,2,8,3,2,2,1,3
2021015759,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,3,1,98,3,3,3,3,1,3,1,1,1
2021015760,1,1,98,1,2,2,2,2,1,98,2,1,2,2,2,2,3,4,4,1,1,7,2,98,2,2,1
2021015778,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,3,5,5,1,1,10,3,2,3,1,3
2021015780,1,1,1,1,1,1,1,1,1,2,2,2,1,4,7,1,3,5,5,1,2,10,3,3,3,1,3
2021015782,1,1,2,2,1,1,2,2,2,2,1,1,2,2,6,2,3,5,4,1,2,10,3,3,2,1,2
2021015797,1,1,1,1,1,1,1,2,2,2,2,2,1,3,6,2,2,4,5,1,2,10,3,2,3,1,3
2021015829,1,1,1,2,1,1,1,2,1,2,2,2,2,3,6,1,3,4,3,1,2,10,2,3,3,1,3
2021015839,1,1,1,2,2,2,2,1,1,2,1,2,2,5,4,2,3,1,3,1,3,7,2,3,2,1,1
2021015847,1,1,2,2,1,2,1,2,2,2,2,2,2,5,8,3,1,1,3,1,3,9,2,1,3,98,2
2021015854,1,1,1,2,1,1,1,2,2,1,2,2,1,4,7,1,2,5,4,2,1,7,98,3,3,1,3
2021015855,1,1,1,1,1,1,1,2,1,1,2,2,2,3,9,1,2,4,3,2,2,10,3,3,3,1,3
2021015862,1,1,1,1,1,1,1,2,1,2,2,2,2,2,9,3,1,3,4,1,3,10,1,3,1,1,3
2021015865,1,1,1,1,1,1,2,2,2,2,2,2,2,3,8,3,3,4,3,1,2,7,2,2,3,1,3
2021015866,1,1,2,1,1,1,1,1,1,2,2,2,1,4,9,1,2,6,4,2,2,9,3,2,3,2,3
2021015871,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,1,2,4,4,2,2,10,2,3,3,1,2
2021015872,1,1,1,2,1,1,1,2,1,2,2,2,2,3,8,2,2,4,3,98,3,7,2,3,1,1,3
2021015873,1,1,1,1,1,2,2,2,2,2,2,2,2,3,7,1,3,4,5,1,2,7,3,3,1,1,2
2021015894,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,2,2,2,10,2,3,98,1,1
2021015907,1,1,1,1,1,2,1,2,2,2,2,2,2,4,6,1,2,4,3,1,2,10,3,2,2,1,2
2021015908,1,1,1,2,2,2,2,2,2,1,2,2,2,5,10,3,3,1,3,1,3,10,2,3,1,1,1
2021015919,1,1,1,1,1,2,1,1,1,2,2,2,2,3,8,1,3,6,5,2,1,10,3,3,3,1,3
2021015945,1,1,1,1,1,98,1,98,2,98,98,98,98,5,8,4,1,98,2,2,3,1,3,3,2,1,2
2021015950,1,1,1,2,1,2,2,2,2,2,2,2,2,3,5,3,2,98,98,3,3,5,2,2,3,98,2
2021015966,1,1,1,1,1,1,1,2,2,2,2,2,2,1,4,3,3,98,98,98,98,7,2,2,3,98,1
2021016008,1,1,2,2,2,1,2,2,2,2,2,2,2,3,5,2,2,98,98,1,2,7,2,3,1,1,3
2021016066,1,1,2,2,1,2,2,1,1,99,2,2,99,3,7,2,2,5,2,1,1,8,2,3,1,1,2
2021016091,1,1,1,1,1,1,2,1,2,1,1,2,2,2,5,3,2,3,3,1,1,8,2,3,98,98,2
2021016098,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,2,2,1,4,1,1,10,2,3,2,2,1
2021016105,1,1,2,98,2,1,2,2,1,2,2,2,2,3,1,1,3,4,3,1,2,8,3,2,3,1,2
2021016113,1,1,1,1,2,2,1,2,1,2,2,2,1,2,3,4,2,3,2,2,1,10,2,3,2,1,1
2021016117,1,1,98,2,1,1,2,98,1,98,1,1,2,3,6,2,2,4,4,2,2,6,2,1,2,1,2
2021016132,1,1,1,1,1,1,1,1,1,1,1,1,1,3,6,1,3,5,5,2,2,10,3,3,3,1,2
2021016154,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,3,1,2,1,3,8,2,3,2,1,2
2021016168,1,1,1,2,98,1,98,2,2,2,2,2,2,5,5,3,2,1,3,1,3,7,1,3,1,2,2
2021016182,1,1,2,2,1,2,2,2,1,2,1,1,1,3,6,1,3,3,2,1,1,10,3,3,3,1,2
2021016208,1,1,1,1,1,1,2,2,2,1,2,2,2,4,8,1,2,4,4,1,2,9,3,98,3,1,2
2021016215,1,1,1,1,1,2,2,1,1,1,1,98,1,4,8,1,3,5,5,2,2,8,1,2,2,2,3
2021016217,1,1,1,2,2,2,2,2,1,2,2,2,1,2,1,4,2,2,2,2,1,7,2,3,98,1,1
2021016220,1,1,2,2,1,2,2,2,2,2,2,2,2,4,5,3,2,3,4,3,3,6,1,3,1,1,3
2021016265,1,1,2,1,1,2,2,2,1,2,2,2,2,4,7,1,2,3,4,1,1,9,3,3,3,1,3
2021016273,1,1,1,1,2,1,2,2,1,2,2,1,2,2,7,4,2,4,4,2,2,10,3,2,3,1,3
2021016285,1,1,1,2,2,2,2,2,98,2,2,2,2,2,1,2,1,1,98,1,2,8,3,3,1,1,1
2021016323,1,1,1,1,1,2,2,2,1,2,2,2,2,4,8,3,2,4,4,2,1,6,3,3,1,2,2
2021016324,1,1,1,1,1,1,2,2,2,2,2,2,2,4,8,2,2,4,3,1,1,10,1,3,3,1,3
2021016334,1,1,2,2,1,1,2,2,1,2,2,2,2,3,4,3,3,3,3,3,1,4,2,3,2,98,2
2021016356,1,1,1,2,1,2,2,1,2,2,2,2,2,1,3,1,2,5,4,1,2,10,2,3,3,2,1
2021016368,1,1,1,1,1,1,2,1,1,1,2,1,1,2,5,3,2,3,4,1,2,9,2,2,1,1,1
2021016386,1,1,1,2,1,2,2,2,1,2,2,2,2,5,10,2,3,2,3,3,3,10,1,3,1,1,3
2021016388,1,1,2,1,1,1,2,2,1,1,2,2,2,3,9,2,3,5,4,1,2,8,2,2,2,1,3
2021016401,1,1,1,2,2,2,2,2,2,2,2,2,2,5,2,4,1,1,98,3,3,6,1,1,1,1,2
2021016414,1,1,1,1,2,2,2,2,2,2,2,2,2,3,6,2,3,4,5,1,2,10,3,3,3,1,2
2021016419,1,1,1,2,1,2,2,2,1,2,2,2,2,5,3,4,1,98,98,98,98,1,1,98,1,98,2
2021016425,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,3,1,1,2,1,3,8,1,3,1,98,3
2021016473,1,1,1,2,1,2,2,2,2,2,2,2,2,5,10,3,3,2,3,3,3,8,1,3,1,1,3
2021016475,1,1,2,2,1,1,1,2,2,2,2,2,2,5,8,3,1,3,3,1,2,7,2,3,1,1,2
2021016477,1,1,2,2,1,2,2,2,2,2,2,2,98,3,2,3,1,1,2,1,2,6,2,3,1,1,1
2021016480,1,1,1,2,1,2,1,2,2,2,2,2,2,5,7,4,1,3,2,3,3,5,3,3,1,2,2
2021016482,1,1,1,1,1,2,2,2,2,2,2,2,2,5,10,2,1,3,3,1,3,7,2,3,1,1,3
2021016492,1,1,2,2,1,2,2,2,2,1,2,2,2,5,7,3,3,4,3,3,3,8,1,3,1,1,2
2021016498,1,1,1,1,1,2,1,2,2,98,98,2,2,5,7,3,2,98,3,3,3,7,2,3,1,1,1
2021016502,1,1,1,2,2,2,2,2,1,2,2,2,2,5,5,4,3,1,3,3,2,6,2,2,1,1,3
2021016505,1,1,1,2,1,2,2,2,2,2,2,2,2,5,10,3,98,98,98,98,3,8,1,3,1,1,2
2021016512,1,1,1,2,2,2,2,2,1,2,2,2,2,5,4,3,1,98,98,1,3,7,1,2,2,98,2
2021016517,1,1,2,2,1,2,2,2,2,2,2,2,2,5,9,3,2,2,3,1,3,10,1,3,1,1,2
2021016518,1,1,1,2,2,2,1,2,2,2,2,2,2,5,7,3,3,2,4,1,3,10,3,3,2,1,3
2021016519,1,1,1,2,1,2,2,2,2,2,2,2,2,5,8,2,3,2,4,1,3,7,1,3,1,2,2
2021016524,1,1,2,1,1,1,1,2,2,2,2,1,1,5,7,4,1,2,3,3,1,3,2,3,1,1,1
2021016526,1,1,2,2,1,2,2,2,2,2,2,2,2,5,99,2,2,1,4,1,98,7,1,3,1,1,3
2021016533,1,1,1,2,2,2,1,2,1,2,2,2,2,4,7,4,1,3,3,3,3,4,3,1,1,98,1
2021016536,1,1,1,1,1,1,2,2,1,2,2,2,1,4,7,2,3,4,5,2,1,8,3,3,2,1,1
2021016547,1,1,1,2,1,1,1,2,2,2,2,2,2,5,10,3,1,3,2,3,3,6,2,3,1,1,1
2021016551,1,1,1,2,1,2,2,2,2,2,2,2,2,4,3,1,3,2,2,1,2,8,1,3,98,1,1
2021016562,1,1,1,1,1,2,2,2,1,2,2,2,2,5,10,3,1,1,3,3,3,8,2,3,1,2,3
2021016565,1,1,1,2,1,1,1,2,1,1,2,2,2,5,99,99,1,1,98,3,3,9,2,3,1,1,2
2021016579,1,1,1,2,1,2,1,2,1,2,2,2,2,5,10,3,3,2,4,3,2,9,2,3,1,2,3
2021016581,1,1,1,2,1,1,1,1,2,2,1,2,2,3,6,3,1,98,4,3,3,5,1,3,2,2,2
2021016582,1,1,1,2,2,2,2,2,2,2,2,2,2,5,6,3,2,3,3,3,3,8,3,3,2,1,2
2021016583,1,1,1,2,1,1,1,2,1,2,2,2,2,3,7,3,1,2,3,3,3,4,1,3,1,98,3
2021016584,1,1,1,1,2,2,2,2,2,1,2,2,2,5,6,2,3,1,4,1,3,9,2,3,1,2,1
2021016595,1,1,2,2,2,2,2,98,1,1,2,2,2,2,4,1,1,2,3,1,2,9,3,98,2,2,1
2021016597,1,1,1,2,1,1,1,2,2,2,2,2,2,5,6,3,2,2,4,1,3,7,2,3,1,1,2
2021016607,1,1,1,2,2,2,1,2,2,1,2,2,2,5,8,2,2,2,3,1,1,8,2,2,2,1,3
2021016616,1,1,2,2,1,2,2,2,2,2,2,2,2,5,9,2,3,3,3,1,3,9,1,3,2,1,3
2021016625,1,1,1,2,98,98,2,2,98,98,98,2,2,5,7,3,1,98,2,98,3,6,1,2,1,2,3
2021016629,1,1,1,1,1,2,2,2,2,2,2,2,2,5,6,3,3,98,3,98,98,7,2,3,1,98,2
2021016631,1,1,2,1,1,2,1,2,1,2,2,2,2,5,99,2,1,99,3,3,3,7,2,3,1,1,2
2021016642,1,1,1,2,1,2,2,2,1,2,2,2,2,5,8,3,1,2,98,1,3,6,1,3,1,1,2
2021016644,1,1,1,2,2,2,2,2,1,1,2,2,2,5,6,3,1,2,3,1,3,10,1,3,1,1,1
2021016663,1,1,1,2,2,2,2,2,2,2,2,2,2,5,5,4,1,2,98,3,3,8,1,3,1,98,2
2021016665,1,1,1,1,1,2,2,2,2,2,2,2,2,5,99,3,2,98,4,3,98,6,1,1,1,1,2
2021016670,1,1,1,2,98,98,2,2,2,2,2,2,2,5,99,2,99,99,98,98,1,4,99,99,1,98,2
2021016681,1,1,1,2,2,2,2,2,2,2,2,2,2,5,7,4,2,1,4,3,3,10,1,2,1,2,3
2021016682,1,1,1,2,2,1,2,2,2,2,2,2,2,5,7,98,3,98,3,1,3,8,1,3,1,98,2
2021016689,1,1,1,1,1,2,2,2,2,2,2,2,2,4,9,3,1,2,98,3,3,8,3,3,1,1,3
2021016696,1,1,2,1,1,2,1,2,2,2,1,2,2,5,8,3,2,3,3,3,3,5,2,2,2,1,2
2021016717,1,1,2,2,2,2,2,2,2,2,2,2,1,5,6,2,3,3,3,1,1,9,2,2,3,1,1
2021016719,1,1,2,2,1,2,2,2,2,2,2,2,2,2,6,3,2,2,2,3,2,8,1,2,1,98,2
2021016723,1,1,1,2,98,2,2,2,2,98,2,2,2,5,9,3,1,4,98,3,3,98,1,1,1,1,3
2021016726,1,1,1,1,1,1,2,2,2,1,2,2,2,5,8,2,1,98,98,1,3,9,1,3,1,98,1
2021016740,1,1,1,1,1,2,2,2,1,2,2,2,2,5,10,2,1,98,3,98,1,8,2,2,1,1,3
2021016754,1,1,1,2,2,2,2,2,2,2,2,2,2,5,9,3,1,3,3,3,3,5,2,3,1,1,2
2021016762,1,1,1,2,1,2,1,2,1,2,2,2,2,5,8,2,3,1,3,3,3,8,2,3,3,1,3
2021016774,1,1,1,2,2,2,2,2,1,2,2,2,2,5,1,2,2,2,5,3,3,8,3,3,2,1,2
2021016779,1,1,1,1,1,1,98,2,2,2,98,2,2,5,8,2,1,2,98,98,1,3,2,3,1,1,1
2021016781,1,1,2,98,1,2,2,2,2,2,2,2,2,5,5,2,1,98,3,3,98,7,2,3,1,1,2
2021016806,1,1,1,2,2,2,2,2,2,1,2,2,2,5,7,3,3,1,2,3,3,7,1,3,1,1,2
2021016811,1,1,1,2,2,2,2,2,1,2,2,2,2,5,9,4,3,1,3,98,2,8,2,2,1,2,2
2021016814,1,1,1,1,1,2,1,2,2,2,2,2,2,5,10,3,1,98,2,3,3,8,1,3,1,1,3
2021016819,1,1,1,98,1,2,1,2,2,1,2,2,2,5,9,3,1,98,3,3,3,8,2,3,1,1,3
2021016832,1,1,1,1,1,1,1,2,2,98,2,2,98,5,9,3,1,98,98,3,3,3,1,3,1,1,2
2021016838,1,1,1,1,1,2,1,1,1,2,2,2,2,5,7,3,1,4,98,3,3,6,1,3,1,1,3
2021016843,1,1,2,2,1,2,2,2,1,2,2,2,2,5,8,3,2,3,3,3,3,8,1,3,1,1,3
2021016849,1,1,1,2,2,1,2,2,2,1,2,2,2,5,6,3,3,2,2,2,1,8,2,3,1,1,2
2021016854,1,1,1,2,1,1,2,2,1,1,2,2,2,5,7,3,3,2,3,1,3,9,1,3,1,1,2
2021016858,1,1,1,2,1,2,1,2,2,2,2,2,2,3,9,2,1,4,3,1,2,7,3,3,1,1,2
2021016871,1,1,1,1,1,2,1,2,1,2,2,2,2,4,6,4,1,2,3,1,2,6,3,3,1,1,1
2021016881,1,1,2,2,1,2,1,2,2,2,2,2,2,5,7,3,2,2,3,3,3,10,2,3,1,98,3
2021016893,1,1,1,2,1,1,2,2,1,2,2,2,2,5,8,3,2,2,2,3,3,8,2,2,1,1,2
2021016900,1,1,1,1,1,2,2,2,2,98,2,2,2,5,8,3,1,2,3,3,3,8,3,3,1,1,2
2021016903,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,3,1,3,10,1,3,1,1,1
2021016905,1,1,1,1,2,2,2,2,2,2,2,2,2,5,6,3,3,2,2,3,3,8,1,3,1,2,3
2021016907,1,1,1,2,1,2,2,2,1,2,2,2,2,5,8,2,3,2,3,1,3,10,1,3,1,1,3
2021016911,1,1,1,1,2,2,1,2,2,2,2,2,2,5,7,2,1,1,2,1,3,9,2,3,1,1,2
2021016923,1,1,1,2,1,2,2,2,2,2,2,2,2,5,10,3,2,1,3,1,3,9,1,3,1,98,3
2021016924,1,1,1,99,1,99,2,2,2,99,2,99,99,5,99,3,99,98,98,98,98,5,99,99,1,1,1
2021016928,1,1,1,1,1,1,2,2,1,1,2,2,2,5,9,2,1,2,3,3,3,9,2,3,1,1,2
2021016934,1,1,1,2,1,2,2,2,1,2,2,2,2,5,8,3,3,2,2,98,2,9,3,2,1,1,2
2021016935,1,1,1,1,1,2,2,2,2,1,2,2,2,5,10,3,3,4,3,3,3,9,2,3,1,1,3
2021016936,1,1,2,1,1,2,2,2,2,2,2,2,2,3,7,3,1,1,2,98,3,7,2,3,1,1,1
2021016938,1,1,1,2,2,2,2,2,2,2,2,2,2,5,10,2,1,1,4,3,3,10,3,3,1,1,3
2021016953,1,1,1,2,1,1,1,2,2,1,2,2,2,5,8,3,2,2,3,3,3,7,2,3,1,1,2
2021016982,1,1,1,2,1,98,2,2,1,1,2,2,2,5,9,3,1,98,4,3,3,9,2,3,1,2,3
2021016992,1,1,1,2,1,2,2,2,1,98,2,2,2,5,7,3,1,3,3,3,3,5,2,3,1,1,2
2021016993,1,1,1,98,1,98,1,98,2,2,98,2,2,5,9,2,1,98,3,3,3,8,3,3,1,1,3
2021017003,1,1,1,2,2,2,2,2,2,1,2,2,2,5,8,3,3,98,3,1,3,8,2,3,2,1,1
2021017014,1,1,1,1,1,1,2,2,2,2,2,2,2,3,4,1,3,3,5,3,3,9,1,3,1,1,2
2021017027,1,1,1,2,1,1,2,2,1,2,2,2,2,5,10,3,2,2,3,1,3,7,1,3,2,1,3
2021017028,1,1,1,2,2,2,2,1,1,98,2,2,98,5,3,3,2,3,3,3,98,6,1,3,1,1,1
2021017036,1,1,1,2,1,2,2,2,1,2,2,2,2,3,6,1,3,4,5,2,2,7,2,2,2,1,3
2021017042,1,1,2,2,1,2,1,2,2,2,2,2,2,5,7,3,1,98,98,3,98,4,2,3,1,98,2
2021017053,1,1,1,2,2,2,98,2,2,2,2,2,2,1,1,3,3,1,98,3,3,5,3,3,3,98,1
2021017058,1,1,1,2,1,1,2,2,2,1,2,2,98,3,8,2,3,3,3,1,1,8,2,3,2,2,3
2021017071,1,1,1,2,1,2,2,2,2,2,2,2,2,5,8,3,3,4,2,3,3,5,1,3,1,98,2
2021017076,1,1,1,2,1,2,2,2,2,2,2,2,2,5,7,2,1,2,3,1,2,10,1,3,1,98,2
2021017077,1,1,1,2,1,2,2,2,2,2,2,2,2,5,10,3,3,1,3,98,2,8,1,3,1,1,3
2021017085,1,1,1,2,1,2,1,2,2,2,2,2,2,5,10,3,1,2,2,3,3,4,2,3,1,2,2
2021017092,1,1,2,2,1,1,2,2,2,2,2,1,2,5,8,2,1,2,3,1,2,7,3,3,1,1,1
2021017095,1,1,1,1,2,2,2,2,2,2,2,2,2,5,10,3,1,98,98,98,98,7,2,3,98,1,2
2021017096,1,1,1,1,1,1,1,2,1,1,1,2,1,3,7,2,3,6,5,1,2,9,3,3,3,1,3
2021017123,1,1,1,2,2,2,1,2,2,2,2,2,2,5,7,3,1,1,2,3,3,3,1,2,3,1,2
2021017138,1,1,98,98,98,98,98,2,98,98,98,98,98,5,7,3,1,98,98,3,98,3,1,3,1,1,1
2021017149,1,1,1,1,1,2,2,2,2,2,2,2,2,4,5,3,3,5,3,98,2,9,3,3,1,1,2
2021017150,1,1,1,2,98,1,1,2,2,2,2,2,2,5,8,2,1,98,98,98,3,1,2,3,1,1,1
2021017157,1,1,1,2,1,2,1,2,1,2,2,2,2,5,6,3,3,1,3,1,2,3,2,3,1,1,2
2021017159,1,1,2,2,1,2,2,2,2,2,2,2,2,5,10,3,3,3,3,1,3,8,2,3,3,1,3
2021017167,1,1,1,1,1,1,2,2,2,2,2,2,2,5,10,2,2,3,3,1,3,8,2,3,1,1,3
2021017191,1,1,1,1,1,1,2,2,2,1,2,2,2,5,10,3,2,3,3,3,3,9,2,3,1,1,3
2021017198,1,1,2,2,1,2,2,2,1,2,2,2,2,5,9,2,3,2,3,1,1,9,1,3,1,1,2
2021017202,1,1,2,2,1,2,1,1,1,2,2,2,2,5,8,2,2,4,5,1,2,8,2,3,2,1,3
2021017205,1,1,1,2,2,2,2,2,98,2,2,2,2,5,5,4,2,1,3,3,3,7,2,3,1,1,2
2021017213,1,1,1,2,1,2,2,2,1,2,2,2,2,5,10,2,3,3,3,1,3,8,1,3,2,1,3
2021017217,1,1,1,2,1,1,1,2,2,1,2,98,2,5,10,3,1,2,2,1,3,6,2,3,1,1,2
2021017236,1,1,1,2,1,1,2,1,1,2,2,2,2,3,6,2,3,4,3,3,1,6,1,3,3,1,2
2021017242,1,1,1,1,1,1,1,2,1,1,2,2,2,5,9,3,1,98,3,1,98,8,2,3,1,1,2
2021017250,1,1,1,2,1,2,1,2,2,1,1,2,2,5,99,3,3,2,98,98,98,6,2,3,1,1,3
2021017255,1,1,1,2,1,2,1,2,1,2,2,2,2,4,7,3,1,1,98,3,3,4,1,2,1,1,2
