NFCSID,A1(筛选value=1,A3,B2_1（整理所有B_2）,B2_2,B2_3,B2_4,B2_5,B2_7,B2_20,B2_21,B2_23,B2_24,B2_25,B30,B4,B10,C22_3,C24,D2,D21,D30,G1,G30_1,G30_2,G30_3,G7,S_Income
2021023674,1,1,2,1,1,2,1,2,2,2,2,2,2,5,6,3,1,2,4,3,3,7,1,3,1,1,2
2021023694,1,1,1,1,1,1,1,1,1,1,2,1,2,2,9,3,2,4,2,1,1,10,3,3,3,1,1
2021023735,1,1,2,2,1,2,1,2,2,2,2,2,2,5,8,3,1,4,3,1,3,3,3,3,1,2,2
2021023888,1,1,1,98,1,98,99,99,1,98,1,98,98,5,98,3,1,98,98,3,3,6,3,3,1,1,2
2021023917,1,1,1,98,98,2,2,2,2,2,2,2,2,1,2,2,3,1,4,1,3,7,2,3,1,2,1
2021023959,1,1,1,2,1,1,2,2,2,2,2,2,2,5,5,2,3,98,4,1,2,5,2,3,2,1,1
2021023977,1,1,1,1,1,1,2,2,2,1,1,2,2,5,10,1,3,2,3,1,1,9,2,3,2,1,3
2021023984,1,1,1,2,1,1,2,2,1,2,2,2,2,2,5,1,3,4,3,1,1,8,2,3,3,1,1
2021023992,1,1,2,2,1,2,1,2,2,98,2,2,2,4,5,4,1,4,2,3,3,4,2,2,1,1,2
2021024021,1,1,1,1,2,1,2,2,2,1,2,2,2,1,3,3,3,3,2,1,3,5,1,2,2,1,2
2021024023,1,1,2,2,1,2,1,2,2,2,2,2,2,5,8,3,2,3,3,3,3,4,2,3,1,1,3
2021024024,1,1,2,2,1,2,2,2,2,2,2,2,2,5,3,4,1,99,2,3,3,3,1,2,1,2,1
2021024041,1,1,2,2,1,1,2,2,2,2,2,2,2,5,7,3,2,2,3,1,3,10,1,3,1,1,3
2021024049,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,1,2,3,2,1,3,10,2,3,98,1,1
2021024051,1,1,98,98,98,98,98,98,1,98,2,2,98,5,98,3,1,98,98,98,98,5,1,2,1,98,2
2021024056,1,1,1,1,98,1,2,2,2,2,2,2,2,2,2,1,2,3,98,3,3,10,3,3,3,1,1
2021024068,1,1,1,1,1,98,1,98,1,98,2,98,98,5,7,3,1,98,3,98,98,4,2,3,1,98,2
2021024076,1,1,1,2,2,2,1,2,1,1,2,2,2,5,7,3,1,3,3,1,3,8,1,3,1,1,3
2021024078,1,1,1,2,1,1,2,2,2,2,2,2,2,5,9,2,3,2,3,1,3,8,3,3,1,1,3
2021024127,1,1,1,2,2,2,2,2,2,2,2,2,2,3,6,2,2,1,4,1,2,8,3,3,2,1,2
2021024132,1,1,2,1,1,2,1,2,1,2,1,2,2,2,6,2,3,4,2,1,2,6,1,3,2,1,3
2021024152,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,3,98,2,7,3,3,2,98,2
2021024153,1,1,1,2,2,1,2,2,2,1,2,1,1,3,8,1,2,2,3,1,1,9,2,3,2,1,3
2021024155,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,3,3,1,2,9,3,3,3,1,1
2021024160,1,1,1,2,2,2,2,2,2,2,2,2,2,1,99,3,3,1,98,1,2,7,2,2,3,1,1
2021024170,1,1,1,2,2,2,2,2,2,2,2,2,2,5,9,3,1,98,98,3,3,7,2,3,1,98,2
2021024197,1,1,1,2,1,1,2,2,1,1,2,2,2,5,6,3,3,98,98,1,3,8,2,3,2,98,2
2021024199,1,1,1,1,1,2,2,2,2,1,2,2,2,5,7,2,3,1,2,1,2,9,3,3,1,1,3
2021024217,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,4,1,1,98,98,98,2,2,3,1,1,2
2021024222,1,1,1,1,1,99,1,1,1,2,2,2,2,3,6,98,2,4,5,98,3,5,3,3,3,98,2
2021024227,1,1,2,1,2,98,2,99,2,2,2,2,2,5,7,3,1,4,3,98,2,3,2,3,1,2,1
2021024246,1,1,2,2,1,1,2,2,2,2,2,2,2,5,7,4,1,3,3,3,3,7,1,3,1,2,3
2021024268,1,1,1,2,1,2,2,2,2,1,2,2,2,5,7,3,3,1,4,1,2,8,3,3,1,1,3
2021024273,1,1,1,1,1,2,2,2,2,2,2,2,2,5,6,3,2,3,2,3,3,6,2,3,1,2,1
2021024292,1,1,2,1,2,2,1,2,2,1,2,2,2,5,10,3,1,4,98,3,3,8,1,3,1,98,3
2021024300,1,1,1,1,1,2,2,1,99,2,2,2,2,5,9,2,2,4,98,98,98,9,2,2,2,1,2
2021024350,1,1,2,2,1,1,2,2,1,2,2,2,2,5,9,98,1,98,98,3,3,5,98,98,98,98,2
2021024366,1,1,2,2,2,1,1,1,2,1,1,2,2,2,7,1,3,5,4,2,2,7,2,2,2,1,3
2021024372,1,1,1,1,1,2,2,2,2,2,2,2,2,5,10,2,3,2,4,3,3,8,3,3,1,1,3
2021024376,1,1,1,98,98,98,98,98,2,98,2,98,98,5,7,3,1,4,98,98,98,8,2,3,1,2,1
2021024390,1,1,1,2,98,2,98,99,2,2,2,98,2,3,1,2,1,3,4,2,98,6,2,2,3,98,1
2021024403,1,1,1,1,1,2,1,2,1,2,2,2,2,5,8,2,2,2,3,1,3,10,2,3,1,2,3
2021024416,1,1,1,2,1,1,2,1,2,2,2,2,2,5,9,2,3,1,3,1,3,10,3,3,2,1,3
2021024437,1,1,1,2,1,1,98,2,2,2,2,2,2,3,2,3,3,98,4,1,98,6,1,3,1,1,1
2021024438,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,3,3,1,98,3,3,4,2,3,1,1,3
2021024453,1,1,2,2,2,2,2,2,2,2,2,1,2,5,9,4,1,1,98,3,3,6,1,3,2,1,1
2021024465,1,1,1,2,2,2,2,2,2,2,2,2,2,5,5,3,1,2,3,3,3,8,1,3,1,1,1
2021024475,1,1,1,99,2,2,2,98,1,2,2,2,2,1,1,3,2,98,4,3,3,5,2,3,1,2,1
2021024483,1,1,1,2,1,2,2,2,1,2,2,2,2,5,10,3,3,1,3,3,3,5,1,3,1,1,3
2021024520,1,1,2,2,2,1,2,2,2,2,2,2,2,5,3,2,1,98,4,1,3,9,1,3,1,1,2
2021024522,1,1,2,1,1,1,2,2,2,1,2,2,2,3,6,2,2,3,3,1,1,6,1,3,1,1,2
2021024530,1,1,2,2,1,2,2,2,1,1,2,2,2,5,10,2,1,2,3,3,2,8,2,3,2,1,3
2021024545,1,1,2,2,98,98,2,2,1,2,2,2,2,5,7,3,1,98,98,3,3,2,1,3,1,1,2
2021024546,1,1,1,1,1,2,2,2,2,2,2,98,2,5,7,3,1,1,3,3,2,7,1,3,1,2,3
2021024561,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,3,3,5,1,3,1,1,3
2021024579,1,1,1,2,1,2,2,2,2,2,2,2,2,5,99,3,2,1,4,1,3,8,3,3,1,1,2
2021024592,1,1,1,2,2,1,2,1,1,2,1,2,2,5,7,2,3,3,4,1,2,8,2,3,1,1,2
2021024594,1,1,2,2,1,1,2,2,2,2,2,2,2,5,9,3,3,1,3,1,2,10,1,3,1,1,3
2021024596,1,1,1,1,1,2,1,2,1,2,2,2,2,5,9,4,1,1,2,3,2,9,3,3,1,1,3
2021024600,1,1,1,1,1,1,2,2,1,2,2,2,2,5,10,3,1,4,3,1,1,9,3,3,1,1,2
2021024609,1,1,1,2,1,1,1,2,2,2,2,2,2,3,2,2,2,3,2,3,3,6,3,2,2,1,1
2021024616,1,1,1,1,1,2,2,2,2,2,2,2,98,5,5,1,3,5,4,1,1,7,2,3,3,1,2
2021024625,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,2,5,3,1,3,6,1,3,1,1,2
2021024634,1,1,1,1,1,2,2,2,2,1,2,2,2,5,8,3,1,3,3,1,2,7,3,3,1,1,3
2021024641,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,3,2,4,1,3,5,1,3,2,1,2
2021024647,1,1,1,2,1,2,2,2,2,2,2,2,98,3,2,2,2,98,4,1,3,10,2,3,1,1,1
2021024678,1,1,2,2,1,1,2,2,2,2,2,2,2,5,2,2,3,4,3,1,3,6,2,3,1,1,3
2021024681,1,1,2,2,1,2,2,2,2,2,2,2,2,5,7,2,3,3,3,1,3,9,2,3,1,98,2
2021024734,1,1,1,2,1,2,2,2,1,2,2,2,2,3,6,2,1,4,4,1,2,9,2,3,3,2,2
2021024736,1,1,1,1,1,1,2,2,1,2,2,2,2,5,9,2,3,3,3,1,3,10,1,3,1,1,2
2021024748,1,1,1,2,2,2,1,2,2,1,2,2,2,5,3,2,3,4,4,1,3,10,3,3,1,1,3
2021024752,1,1,2,2,1,2,2,2,2,2,2,2,2,5,5,3,1,3,2,3,3,8,1,3,1,1,3
2021024756,1,1,1,1,1,1,2,2,2,2,2,2,2,5,7,3,2,3,3,1,3,3,3,3,1,1,2
2021024789,1,1,1,1,1,2,2,2,2,2,2,2,2,5,6,3,2,2,98,3,3,8,2,3,1,1,2
2021024800,1,1,1,1,2,2,2,2,2,2,2,2,2,4,6,2,3,4,3,1,1,8,2,3,1,1,2
2021024803,1,1,1,2,2,98,2,2,2,2,2,2,2,5,2,3,2,98,3,3,3,7,1,3,1,1,1
2021024810,1,1,2,98,1,2,2,2,2,1,98,2,2,5,8,3,1,98,2,3,3,7,1,3,1,2,3
2021024824,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,3,1,98,6,3,3,5,1,3,2,1,2
2021024828,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,3,2,3,3,1,2,5,2,3,1,98,2
2021024830,1,1,1,1,1,2,1,2,2,2,1,1,1,5,6,2,3,6,5,1,1,10,3,3,3,1,2
2021024840,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,3,98,1,3,5,2,3,2,98,3
2021024868,1,1,1,2,1,1,2,2,2,2,1,2,2,5,6,3,3,2,3,1,98,6,2,3,2,1,2
2021024877,1,1,1,2,1,1,1,2,2,2,1,2,2,3,6,3,2,4,4,1,3,9,2,3,3,1,3
2021024885,1,1,1,2,1,1,2,2,98,2,2,2,2,5,8,3,3,98,98,1,3,6,1,3,1,1,3
2021024886,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,3,1,4,1,2,8,1,3,1,1,2
2021024887,1,1,1,2,1,2,2,2,2,1,2,1,2,5,9,1,2,5,5,1,2,8,3,2,2,1,3
2021024891,1,1,1,1,1,98,2,2,2,98,2,2,2,3,9,3,1,4,98,98,98,3,2,3,1,98,1
2021024893,1,1,1,1,1,1,2,98,1,2,1,2,2,5,10,3,1,3,3,3,3,8,1,2,1,1,2
2021024897,1,1,1,1,1,98,2,98,2,98,2,2,2,5,10,4,1,99,98,99,99,6,2,2,1,1,3
2021024901,1,1,1,2,2,2,2,2,2,2,98,2,2,5,1,3,3,98,5,1,2,5,2,2,3,1,1
2021024907,1,1,1,1,1,2,2,2,2,2,2,98,2,2,3,1,3,4,2,1,3,10,2,3,2,2,1
2021024955,1,1,1,2,1,1,2,2,2,2,2,2,2,5,9,3,2,98,2,3,3,7,2,3,1,2,2
2021024991,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,3,3,1,4,98,3,7,3,3,2,1,1
2021024996,1,1,2,2,1,2,2,2,2,2,2,2,2,5,9,3,1,3,3,98,3,5,1,3,1,1,2
2021025101,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,3,3,2,1,1,7,3,3,3,1,1
2021025135,1,1,1,2,2,2,2,2,2,2,2,2,2,4,1,1,1,4,3,1,3,4,1,2,2,1,2
2021025150,1,1,1,2,1,2,1,2,1,2,2,2,2,4,7,3,1,98,3,3,3,2,2,3,1,1,2
2021025160,1,1,1,2,1,2,1,2,1,2,2,2,2,5,8,2,1,2,3,3,3,9,3,3,2,1,1
2021025164,1,1,1,2,1,2,2,2,2,2,2,2,2,5,10,3,3,3,3,1,3,9,1,3,1,1,3
2021025169,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,3,3,5,5,1,2,8,2,3,2,1,1
2021025173,1,1,1,2,2,2,1,2,2,2,2,2,2,5,8,1,1,2,2,3,3,9,2,3,1,1,3
2021025180,1,1,1,1,2,98,2,2,2,2,2,2,2,5,7,3,1,3,98,98,98,6,2,2,1,98,1
2021025182,1,1,1,1,2,2,1,2,1,98,98,2,2,4,3,1,3,3,2,2,1,10,2,2,3,1,1
2021025188,1,1,1,2,2,2,2,2,98,2,2,2,2,3,2,3,3,1,98,3,3,7,2,3,1,2,3
2021025205,1,1,1,1,1,1,2,2,2,2,1,2,2,3,5,1,2,3,3,1,2,8,3,3,3,1,2
2021025227,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,4,1,1,2,1,2,4,3,3,1,1,1
2021025242,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,1,2,3,4,2,1,10,3,3,3,1,2
2021025250,1,1,2,2,1,2,1,2,2,2,2,2,2,4,4,3,1,2,3,3,3,7,1,3,1,1,3
2021025260,1,1,2,2,1,2,1,2,1,2,2,2,2,5,6,4,1,1,98,3,3,4,1,3,1,1,1
2021025270,1,1,1,2,2,2,1,2,2,1,2,2,2,5,8,3,2,4,3,3,2,5,2,3,1,2,3
2021025283,1,1,1,1,2,1,2,2,1,1,2,2,2,5,8,2,3,1,5,1,3,10,2,3,1,2,1
2021025290,1,1,1,2,1,2,1,98,1,98,98,98,98,5,6,2,1,3,3,2,3,4,2,3,3,2,3
2021025306,1,1,1,2,1,2,2,2,1,2,2,2,2,5,10,3,1,2,3,3,3,8,1,3,1,1,3
2021025308,1,1,1,2,1,2,2,2,1,2,2,2,2,4,4,1,1,4,3,98,98,6,2,3,1,1,2
2021025318,1,1,1,2,2,2,2,2,1,2,2,2,2,5,3,2,2,1,2,3,2,8,1,3,1,1,3
2021025326,1,1,2,2,1,2,1,2,2,2,2,2,2,5,9,3,3,3,3,3,2,8,1,3,1,99,2
2021025369,1,1,1,1,1,2,1,2,2,2,2,2,98,5,9,3,1,98,98,3,3,1,2,3,1,98,1
2021025385,1,1,1,1,1,1,2,2,2,1,2,2,2,5,10,3,1,2,3,1,3,8,2,3,1,1,3
2021025407,1,1,2,2,1,1,2,2,2,2,2,2,2,4,8,3,3,2,98,3,3,6,1,3,1,2,2
2021025408,1,1,99,99,99,2,2,2,99,2,2,2,2,99,3,99,99,1,99,99,99,5,98,98,1,99,1
2021025412,1,1,1,2,2,2,2,2,1,2,2,2,2,5,9,1,1,6,2,98,1,6,3,3,1,1,2
2021025427,1,1,1,1,1,2,2,2,2,2,2,2,2,5,5,3,2,98,98,3,3,10,2,3,1,1,2
2021025428,1,1,1,2,2,2,2,2,2,2,2,2,2,2,7,2,1,1,4,1,3,8,2,2,2,1,3
2021025429,1,1,2,2,1,2,2,2,2,2,2,2,2,5,10,3,3,3,3,1,3,8,2,3,1,1,3
2021025434,1,1,1,1,1,2,1,2,1,98,2,2,2,5,10,3,2,4,3,1,3,8,2,2,1,1,3
2021025439,1,1,1,2,2,1,2,2,2,2,2,2,2,5,8,3,3,2,3,1,3,8,2,3,1,1,1
2021025440,1,1,2,2,1,2,1,2,1,2,2,2,2,5,6,2,1,98,2,3,3,8,1,3,1,1,3
2021025443,1,1,1,2,2,2,1,2,2,2,2,2,2,4,1,3,1,1,4,98,3,7,3,2,3,1,3
2021025447,1,1,1,2,1,1,2,2,1,2,2,2,2,5,7,3,3,1,3,3,3,9,2,3,1,1,2
2021025461,1,1,2,1,1,1,2,2,2,2,2,2,2,5,8,2,3,2,4,3,3,10,3,3,1,1,2
2021025466,1,1,1,1,1,1,2,1,2,2,2,2,2,5,9,2,1,98,98,98,98,5,2,2,1,1,2
2021025470,1,1,1,2,2,2,2,2,1,2,2,2,2,5,9,3,1,98,98,3,3,4,2,3,1,2,2
2021025474,1,1,1,2,1,1,2,2,2,2,2,2,2,5,2,1,3,4,3,1,2,6,2,2,1,2,2
2021025483,1,1,1,2,2,1,1,2,2,2,2,2,2,5,7,3,2,1,3,3,3,8,1,3,1,98,2
2021025485,1,1,2,2,1,2,2,2,2,2,2,2,2,5,6,3,1,3,5,3,3,3,1,3,1,1,1
2021025487,1,1,1,2,2,2,2,2,1,2,2,2,2,5,4,3,2,1,2,3,98,10,2,2,1,1,1
2021025496,1,1,1,2,1,98,1,2,2,2,98,98,98,5,9,98,1,98,4,98,98,6,1,2,1,1,2
2021025504,1,1,1,2,2,2,1,2,1,2,2,2,2,4,9,3,1,98,3,3,3,3,1,3,1,1,2
2021025505,1,1,1,98,1,98,1,2,2,98,98,98,98,5,10,4,1,98,98,98,98,1,3,3,1,1,3
2021025522,1,1,1,1,1,98,2,98,2,2,2,98,98,5,8,3,1,4,3,3,3,3,1,3,1,1,1
2021025539,1,1,1,2,1,1,2,2,2,2,2,2,2,5,10,4,1,98,98,3,3,4,2,3,1,1,2
2021025541,1,1,1,2,2,2,1,2,98,2,2,2,2,4,1,2,1,2,3,3,3,5,2,3,1,1,1
2021025544,1,1,1,2,1,1,2,1,2,2,1,2,2,5,7,1,3,3,4,2,3,7,2,3,3,1,2
2021025550,1,1,1,2,1,2,2,2,2,2,2,2,2,5,9,2,3,2,3,1,3,9,3,3,1,1,2
2021025552,1,1,1,2,1,2,1,2,2,2,2,2,2,5,10,3,3,3,2,3,3,9,2,3,1,2,3
2021025571,1,1,1,1,1,1,1,2,1,1,1,1,2,5,10,3,3,4,3,1,2,7,1,3,1,1,3
2021025572,1,1,1,1,2,2,2,2,1,2,2,2,2,5,9,2,2,2,3,98,98,10,3,3,2,1,3
2021025573,1,1,2,2,1,2,2,2,2,2,2,2,2,5,8,4,1,98,2,3,3,7,1,2,1,98,2
2021025583,1,1,98,1,1,98,1,2,1,2,2,2,2,5,9,3,1,98,3,1,2,4,1,3,1,1,2
2021025591,1,1,1,2,1,98,98,98,1,98,2,98,2,5,98,3,1,98,98,3,98,2,2,3,1,1,1
2021025595,1,1,1,1,1,1,2,2,2,2,2,2,2,5,9,3,1,3,3,3,3,6,3,3,1,1,1
2021025608,1,1,1,2,1,2,1,2,1,1,2,2,2,5,9,4,1,3,3,1,3,5,2,3,1,2,2
2021025609,1,1,1,2,2,2,2,1,2,2,1,2,1,5,99,3,2,98,2,3,2,7,2,3,1,2,3
2021025617,1,1,2,2,1,98,2,98,2,98,98,98,98,5,99,3,2,1,2,3,3,5,2,3,1,2,2
2021025621,1,1,1,2,1,2,2,2,1,2,2,2,2,5,6,4,1,3,1,3,98,7,3,3,1,1,2
2021025622,1,1,1,1,1,1,2,2,2,2,2,2,2,5,98,3,1,3,3,3,3,8,1,3,1,1,2
2021025624,1,1,1,1,1,98,2,98,2,1,2,98,2,5,8,3,1,3,5,3,3,99,2,3,1,1,1
2021025633,1,1,1,2,2,2,2,2,2,2,2,2,2,5,99,3,2,98,98,98,98,7,2,3,2,1,1
2021025635,1,1,1,2,2,2,2,2,1,2,2,2,2,5,7,3,1,98,3,3,3,1,1,3,1,1,2
2021025636,1,1,1,1,1,2,1,2,2,2,2,2,2,5,99,3,1,99,3,1,3,8,2,3,1,1,2
2021025640,1,1,1,1,1,98,1,98,1,1,1,2,2,5,10,3,2,6,3,98,2,5,1,3,1,1,2
2021025647,1,1,1,1,1,2,1,2,2,2,2,2,2,5,5,3,1,2,3,3,3,4,2,3,1,1,2
2021025648,1,1,1,2,2,2,2,2,2,2,2,2,2,5,8,4,1,1,98,3,3,1,98,98,98,1,2
2021025655,1,1,1,2,1,2,2,2,2,2,2,2,2,5,4,3,3,3,2,3,3,8,3,3,1,1,1
2021025668,1,1,1,2,98,1,2,2,2,2,2,2,2,1,99,4,3,98,6,3,2,10,1,2,3,1,1
2021025669,1,1,1,2,1,1,2,2,1,2,2,2,98,5,7,3,2,1,3,3,3,5,2,3,1,1,2
2021025681,1,1,2,1,1,2,2,2,2,2,2,2,2,5,99,4,1,1,2,98,3,6,2,3,1,1,2
2021025684,1,1,1,2,1,2,2,2,2,1,2,2,2,5,10,2,3,2,3,1,3,10,1,3,2,2,3
2021025689,1,1,1,1,1,1,2,2,1,2,2,1,2,5,10,3,2,3,3,1,3,7,2,3,1,1,2
2021025691,1,1,1,1,1,1,2,2,2,2,2,2,2,4,8,4,1,3,3,98,98,6,2,3,1,1,2
2021025694,1,1,1,2,1,2,2,2,2,2,2,2,2,5,10,3,1,2,2,3,3,9,3,3,1,1,3
2021025712,1,1,1,1,1,2,1,2,1,2,2,2,2,5,8,3,1,98,3,3,3,7,2,3,1,1,2
2021025722,1,1,1,1,1,1,2,2,1,1,1,1,1,3,7,4,2,5,4,2,2,10,3,3,3,1,2
2021025728,1,1,1,2,1,2,1,2,2,2,2,2,2,5,7,3,1,3,3,3,3,7,2,3,1,1,2
2021025731,1,1,2,2,1,2,1,98,1,2,2,2,2,5,8,3,1,1,2,3,3,6,2,3,1,2,2
2021025736,1,1,1,1,1,1,2,98,1,2,2,2,2,2,2,3,1,3,3,1,3,4,2,3,2,1,1
2021025740,1,1,1,2,1,1,2,2,2,2,2,2,2,5,8,2,2,5,4,3,3,7,98,3,2,98,3
2021025747,1,1,1,2,1,1,1,2,1,1,2,2,1,5,10,3,3,1,3,1,3,10,2,2,1,1,3
2021025775,1,1,1,1,1,2,2,2,2,2,2,2,2,5,8,2,1,3,2,3,3,8,1,3,1,2,1
2021025796,1,1,2,2,1,2,1,2,2,1,2,2,2,5,6,4,1,98,98,3,3,7,1,1,1,1,1
2021025837,1,1,1,2,1,1,1,2,2,2,2,2,2,4,6,3,1,4,98,3,3,7,1,3,1,2,2
2021025845,1,1,98,1,1,1,2,2,1,2,2,2,2,4,6,3,1,98,4,3,3,7,1,3,1,1,2
2021025851,1,1,1,1,2,2,1,2,2,2,2,2,2,5,7,3,1,98,2,3,3,4,2,3,1,2,3
2021025857,1,1,1,1,2,2,2,2,98,2,2,2,2,5,2,4,1,1,98,3,2,6,3,3,1,1,1
2021025858,1,1,1,2,2,2,2,2,2,2,2,2,2,5,6,4,1,1,6,3,3,9,2,3,2,1,1
2021025862,1,1,2,2,1,2,1,2,2,2,2,2,2,5,10,3,1,3,3,3,2,7,2,3,1,1,2
2021025881,1,1,1,1,2,2,1,2,1,2,2,2,2,5,99,3,99,98,98,3,3,8,2,3,1,1,2
2021025916,1,1,1,2,2,2,1,2,1,2,2,2,2,5,9,3,3,1,4,1,3,9,1,3,1,1,3
2021025930,1,1,1,2,1,98,2,2,1,2,98,2,2,5,8,3,1,3,98,98,1,5,2,3,1,1,2
2021025956,1,1,2,2,2,2,1,2,1,2,2,2,2,5,7,4,1,1,3,3,3,6,2,3,1,1,1
2021025964,1,1,1,1,2,2,1,2,1,2,2,2,2,5,7,3,1,2,6,3,2,7,2,3,2,1,2
2021025992,1,1,1,2,2,2,2,2,1,2,2,2,2,5,5,3,1,98,4,98,98,2,2,3,2,2,1
2021026015,1,1,2,2,1,1,1,2,2,2,2,2,2,5,9,3,1,3,4,98,98,4,2,3,1,1,2
2021026016,1,1,1,1,1,1,2,98,2,2,2,98,98,5,10,3,1,5,98,3,98,4,1,3,1,1,2
2021026026,1,1,2,2,2,2,1,2,1,2,2,2,2,5,6,4,1,1,4,3,3,2,1,2,1,1,2
2021026037,1,1,1,2,1,2,2,2,2,2,2,2,2,3,4,1,2,98,5,3,3,8,2,2,2,1,2
2021026074,1,1,1,98,98,1,1,98,1,98,98,98,98,4,8,3,1,3,3,98,98,4,2,2,1,1,3
2021026091,1,1,2,2,1,2,2,2,2,2,2,2,2,5,7,3,1,2,4,1,3,8,2,3,1,2,1
2021026103,1,1,1,1,1,2,2,2,2,2,2,1,2,5,10,2,1,3,3,1,3,6,2,3,1,1,3
2021026124,1,1,2,2,1,2,1,2,2,2,2,2,2,4,4,3,1,4,5,3,3,9,2,3,1,1,2
2021026126,1,1,1,2,1,1,1,2,1,2,2,2,2,5,99,3,1,3,3,1,98,10,3,3,1,1,1
2021026142,1,1,1,1,1,1,2,2,1,2,2,2,2,5,8,3,1,2,4,3,3,4,2,3,1,1,1
2021026163,1,1,1,2,2,1,2,2,1,2,2,2,2,5,6,2,3,1,3,1,3,9,2,2,1,1,2
2021026183,1,1,1,2,1,1,2,2,1,2,1,2,2,5,10,2,3,3,3,1,3,9,2,3,98,1,3
2021026214,1,1,2,2,1,2,2,2,2,2,2,2,2,5,3,3,1,1,98,3,98,3,1,2,1,1,1
2021026218,1,1,1,2,2,2,2,2,2,2,2,2,2,5,3,3,2,1,3,3,98,2,1,3,1,1,2
2021026240,1,1,1,2,1,99,2,2,2,2,2,2,2,5,7,2,3,1,4,98,98,9,2,99,2,1,3
2021026246,1,1,1,2,2,2,2,2,2,2,1,2,2,5,9,2,3,2,3,1,2,8,3,3,2,2,1
2021026263,1,1,2,2,1,2,2,2,1,2,2,2,2,5,10,3,3,1,3,1,3,9,2,3,1,1,3
2021026342,1,1,1,2,2,2,2,2,2,2,1,2,2,5,9,1,3,2,3,1,98,10,2,3,1,1,3
2021026348,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,2,1,4,3,3,3,7,2,3,1,1,2
2021026366,1,1,1,1,98,2,2,2,2,2,2,2,2,5,8,3,1,1,98,98,98,6,3,3,1,1,2
2021026376,1,1,1,2,2,2,2,2,2,2,2,2,2,5,7,3,3,1,3,1,2,7,2,3,1,1,2
2021026382,1,1,1,1,98,1,2,2,2,1,2,2,2,5,10,3,1,4,98,3,3,1,1,3,1,98,3
2021026385,1,1,1,1,1,2,2,98,2,2,2,2,2,5,8,3,1,3,3,98,98,8,3,3,1,1,3
2021026392,1,1,2,98,1,2,2,98,2,2,2,2,2,5,7,2,1,98,3,3,3,7,2,3,1,1,3
2021026398,1,1,2,1,2,2,2,2,2,2,2,2,2,5,9,3,3,1,98,3,3,6,2,3,1,1,3
2021026406,1,1,1,2,2,2,2,2,2,2,2,2,2,5,7,4,1,1,98,3,3,7,1,3,1,1,2
2021026434,1,1,1,2,1,2,2,2,98,2,2,2,2,5,9,4,2,2,98,3,3,8,2,2,1,1,1
2021026435,1,1,1,1,1,98,1,98,2,98,98,98,98,5,7,3,1,98,98,3,2,3,2,3,1,1,1
2021026462,1,1,1,2,1,98,2,2,1,2,2,2,2,5,7,3,1,5,3,3,3,8,2,3,1,2,1
2021026479,1,1,1,2,1,2,2,2,2,2,2,2,2,4,5,2,2,3,3,1,2,6,1,3,1,1,1
2021026529,1,1,1,2,2,2,1,2,2,2,2,2,2,5,5,3,1,98,6,98,98,6,2,2,98,1,2
2021026532,1,1,98,2,98,98,98,2,2,2,2,2,2,5,7,2,1,98,98,98,98,5,2,3,1,1,1
2021026544,1,1,2,1,2,2,1,2,2,2,2,2,2,98,98,3,1,98,2,3,3,1,2,3,1,2,1
2021026549,1,1,98,2,2,98,2,2,2,2,2,2,2,98,7,98,1,98,98,98,98,8,1,2,1,98,2
2021026589,1,1,1,2,2,2,2,2,2,2,2,2,2,5,1,4,1,1,98,3,2,8,1,2,1,1,1
2021026622,1,1,2,1,2,1,2,2,2,2,2,2,2,2,4,2,1,2,2,2,2,6,3,3,3,2,3
2021026626,1,1,1,2,2,1,2,2,2,2,2,2,2,2,4,2,3,2,3,1,3,8,2,3,1,1,3
2021026634,1,1,1,2,1,2,2,2,2,2,2,2,2,4,6,2,2,1,3,3,3,7,2,3,1,98,2
2021026643,1,1,1,2,2,2,2,1,1,2,2,2,2,5,7,3,3,4,4,2,1,7,2,2,2,2,2
2021026648,1,1,1,2,2,2,2,2,2,2,2,2,2,5,5,2,3,1,2,1,3,8,2,3,1,2,1
2021026678,1,1,1,2,2,2,2,2,2,2,2,2,2,5,5,1,3,1,3,2,3,6,2,2,1,2,2
2021026701,1,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,1,3,5,3,2,8,1,3,1,1,2
2021026712,1,1,1,1,1,1,2,2,2,2,2,2,2,5,10,3,2,3,2,3,1,3,1,3,2,1,2
